fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	canonical_position
rootground	RootGround+rootGround	CLEAR	whole-body root/ground reference transform	CLEAR	groupFile/RigBody	High		matches bip_origin precedent exactly	P10	1476
key.white_23	Key.White_23	CLEAR	numbered slot in the coherent Key.White keyboard-prop series	CLEAR	groupFile/Other	High		confirmed coherent Key.White_N series (rule 23)	P10	1477
wep_magazine	WEP_Magazine	CLEAR	weapon magazine	CLEAR	groupFile/Other	High		recognized weapon part	P10	1478
v_weapon.root34	v_weapon.Root34	CLEAR	viewmodel weapon root, numbered	CLEAR	groupFile/Other	High		recognized weapon part	P10	1479
accessories bell jb	accessories bell JB	CLEAR	"a bell decoration (""JB"" suffix unresolved)"	CLEAR	groupFile/Clothing	High		"bare ""bell"" decoration routes to Clothing by strong Master precedent"	P10	1480
bipbrk rcalftwist1	BipBrk RCalfTwist1	CLEAR	"right calf twist, variant 1 (""Brk"" prefix)"	CLEAR	groupFile/Legs	High		ordinary twist bone; prefix ignored (rule 24)	P10	1481
genitals 06	genitals 06	CLEAR	genitals (structural anatomy), numbered	CLEAR	groupFile/Body	High		plain structural anatomy, no shape/state word (rule 6)	P10	1482
bip_r_cloth_b_05	bip_r_cloth_b_05	CLEAR	generic cloth control, right, variant b, segment 05	CLEAR	groupFile/Clothing	High		generic cloth control	P10	1483
dyng x 01	dyng x 01	CLEAR	dyng (jiggle-physics) control, variant x, 01	NEEDS_CONTEXT		Medium	"""dyng"" is a grounded jiggle-physics naming convention (rule 23), but no owning object is named"	function grounded, owning object not stated	P10	1484
unused genitalslag02	unused genitalslag02	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P10	1485
flm-arma-foot-l2	Flm-ArmA-Foot-L2	CLEAR	"foot, left, variant 2 (""Flm-ArmA"" model/section prefix)"	CLEAR	groupFile/Legs	High		"explicit ""foot"" content grounds this regardless of the prefix (rule 24 pattern)"	P10	1486
c_stm_a01	C_STM_A01	OPAQUE	ungrounded code	NOT_APPLICABLE		Low	"a possible ""stomach"" abbreviation reading is not grounded enough to assert"	ungrounded abbreviation	P10	1487
58	58	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low	a number alone carries no semantic content	no interpretable content	P10	1488
eye-r-down	Eye-R-Down	CLEAR	eye gaze direction, right, down	CLEAR	groupFile/Face/Eyes	High		ordinary eye control	P10	1489
bas.rear_right_4_jiggle	BAS.Rear_Right_4_jiggle	CLEAR	"a jiggle-physics function, rear right, variant 4 (""BAS"" prefix unresolved, object unstated)"	NEEDS_CONTEXT		Low	"""BAS"" itself is ungrounded, but ""jiggle"" supplies a real function reading"	jiggle function is clear; owning object is not named	P10	1490
lc2	LC2	OPAQUE	ungrounded code	NOT_APPLICABLE		Low		ungrounded abbreviation, no other content	P10	1491
unused head neck lower attached_ssx h #2 root ground	unused head neck lower attached_ssx h #2 root ground	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P10	1492
f6	F6	OPAQUE	ungrounded code	NOT_APPLICABLE		Low		ungrounded abbreviation, no other content	P10	1493
bone-r-calf-twist	Bone-R-Calf-Twist	CLEAR	right calf twist	CLEAR	groupFile/Legs	High		ordinary twist bone, not corrective by itself (rule 3)	P10	1494
upper_01	Upper_01	OPAQUE	pure positional phrase, no object/function named	NOT_APPLICABLE		Low		positional label with no object/function	P10	1495
unusedbone225	unusedbone225	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P10	1496
eye close mid r	Eye Close Mid R	CLEAR	eye close, mid, right	CLEAR	groupFile/Face/Eyes	High		ordinary eye expression	P10	1497
eye shine move side	Eye shine move side	CLEAR	eye-shine (specular highlight) control, sideways	CLEAR	groupFile/Face/Eyes	High		ordinary eye-region control	P10	1498
frily_51.l	Frily_51.L	CLEAR	frill/ruffle clothing decoration, left, numbered	CLEAR	groupFile/Clothing	Medium	"""Frily"" read as ""Frilly"""	decorative garment trim, matches established Frily pattern	P10	1499
flm-arma-foot-r4	Flm-ArmA-Foot-R4	CLEAR	"foot, right, variant 4 (""Flm-ArmA"" model/section prefix)"	CLEAR	groupFile/Legs	High		"explicit ""foot"" content grounds this regardless of the prefix (rule 24 pattern)"	P10	1500
