fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	canonical_position
cloth_back_a_2	cloth_back_A_2	CLEAR	generic cloth control, back, variant A, segment 2	CLEAR	groupFile/Clothing	High		generic cloth control	P08	1277
l_foot_00003	l_foot_00003	CLEAR	left foot, numbered	CLEAR	groupFile/Legs	High		ordinary foot anatomy	P08	1278
key.i	Key.I	CLEAR	a lettered key in the coherent Key.<label> keyboard-prop series	CLEAR	groupFile/Other	High		matches the confirmed Key.A/Key.B series (rule 23)	P08	1279
page4_d	Page4_D	CLEAR	numbered slot in the coherent Page<N>_<letter> series	CLEAR	groupFile/Other	High		confirmed coherent Page-series template (rule 23 explicit example)	P08	1280
taurenmale_hd_bone_83	taurenmale_hd_bone_83	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low	"the numbered suffix carries no anatomical specificity, and ""HD"" is an ungrounded model/variant tag with no confirmed anatomical meaning"	matches the settled TaurenMale_HD family treatment	P08	1281
unused jnt-074	unused jnt-074	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P08	1282
gag_l_08	Gag_L_08	CLEAR	a mouth-gag restraint object, left, variant 08	CLEAR	groupFile/Clothing	Medium		worn/equipped restraint accessory, matches established gag pattern	P08	1283
toplid_r4	toplid_R4	CLEAR	top eyelid, right, segment 4	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid anatomy	P08	1284
leftfinger04	LeftFinger04	CLEAR	left finger, digit 04	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit left finger digit, verified LeftFingers subpath	P08	1285
thumbright2	ThumbRight2	CLEAR	right thumb, segment 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right finger digit, verified RightFingers subpath	P08	1286
lid lower - up	Lid Lower - Up	CLEAR	eyelid, lower, upward movement	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid anatomy	P08	1287
key.black_24	Key.Black_24	CLEAR	numbered slot in the coherent Key.Black keyboard-prop series	CLEAR	groupFile/Other	High		confirmed coherent Key.Black_N series (rule 23)	P08	1288
glovesnoclaws	GlovesNoClaws	CLEAR	"gloves garment, ""no claws"" variant"	CLEAR	groupFile/Clothing	High		worn garment	P08	1289
r_fin_mid_c	r_fin_mid_c	CLEAR	fin, right, middle, variant c	CLEAR	groupFile/Other	High		"species-neutral ""fin"" anatomy routes to Other by strong Master precedent"	P08	1290
slate	Slate	PARTIAL	"a ""slate,"" no anchor"	NEEDS_CONTEXT		Low	materially different core readings: a film/director's slate (clapperboard) vs. a stone slate/tablet	bare ambiguous object noun, no owner	P08	1291
book coverpage turn05	Book CoverPage Turn05	CLEAR	a book, cover-page turn function, variant 05	CLEAR	groupFile/Other	High		recognized prop (rule 16 explicit example)	P08	1292
unused head.039	unused head.039	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P08	1293
shocked r	Shocked R	CLEAR	shocked expression, right	CLEAR	groupFile/Face/Expressions	High		whole-face expression state	P08	1294
panties down 2	Panties down 2	CLEAR	panties garment, pulled-down state, variant 2	CLEAR	groupFile/Clothing	High		explicit garment name with a garment-owned pose/state	P08	1295
eyes shocked	Eyes Shocked+Eyes shocked	CLEAR	shocked eye expression	CLEAR	groupFile/Face/Eyes	High		ordinary eye expression	P08	1296
v_weapon.root99	v_weapon.Root99	CLEAR	viewmodel weapon root, numbered	CLEAR	groupFile/Other	High		recognized weapon part	P08	1297
book turnpage1	Book TurnPage1	CLEAR	a book, turn-page function, variant 1	CLEAR	groupFile/Other	High		recognized prop (rule 16 explicit example)	P08	1298
leg left butt 2	leg left butt 2	CLEAR	buttock (structural anatomy), left, numbered	CLEAR	groupFile/Body	Medium		plain structural anatomy, no shape/state word (rule 6)	P08	1299
eye close mid l	Eye Close Mid L	CLEAR	eye close, mid, left	CLEAR	groupFile/Face/Eyes	High		ordinary eye expression	P08	1300
