fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	canonical_position
flex_thin_top	Flex_THIN_TOP+Flex_Thin_Top	OPAQUE	"generic ""flex"" category term combined with an ambiguous ""top"" qualifier"	NOT_APPLICABLE		Low	"""flex"" names the generic technical category of all morph controls; ""top"" does not resolve to one dominant sense"	generic technical category term plus ambiguous qualifier, no specific object	P07	1150
shoulder_orb_left	SHOULDER_ORB_LEFT	CLEAR	a decorative orb accessory, shoulder-mounted, left	CLEAR	groupFile/Clothing	Medium		worn decorative accessory	P07	1151
crow_2.tail_r	Crow_2.Tail_R	CLEAR	"tail, right (""Crow_2"" model prefix)"	CLEAR	groupFile/Tail	High		ordinary tail anatomy; prefix ignored (rule 24)	P07	1152
h12	H12	OPAQUE	ungrounded code	NOT_APPLICABLE		Low		ungrounded abbreviation, no other content	P07	1153
maskeyehide	MaskEyeHide	CLEAR	mask (worn accessory), eye-area hide function	CLEAR	groupFile/Clothing	Medium		worn accessory with a stated function	P07	1154
left_liploout	Left_LipLoOut	CLEAR	lower lip, outward, left	CLEAR	groupFile/Face/Lower Face	High	"""Lo"" read as ""lower"", extending the established lip u/lo shorthand convention"	"lip is spelled out; ""Lo""=lower matches the established convention"	P07	1155
hat.root	Hat.Root	CLEAR	hat garment, root	CLEAR	groupFile/Clothing	High		worn garment	P07	1156
bip01_spine3_010	Bip01_Spine3_010	CLEAR	spine (structural anatomy), numbered	CLEAR	groupFile/Body	High		explicit biped skeleton prefix with no garment/hair noun (rule 14)	P07	1157
bow right a root	bow right a root	PARTIAL	"a ""bow,"" right, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: decorative bow / archery bow / other (rule 22 explicit example)	bare ambiguous object noun, no owner	P07	1158
bone033	Bone033	OPAQUE	generic numbered bone, no functional/regional word	NOT_APPLICABLE		Low		generic numbered technical bone	P07	1159
strings 4 jb	strings 4 JB	PARTIAL	"""strings,"" numbered, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: clothing drawstrings / instrument strings / physics jiggle strands / puppet strings	bare ambiguous object noun, no owner	P07	1160
thinner/beam	Thinner/beam	PARTIAL	"a ""thinner""/""beam"" pairing, no coherent combined reading"	NEEDS_CONTEXT		Low	materially different core readings: chemical thinner tool / structural beam / light beam, with no clear relation between the two words	unresolved token relation	P07	1161
canteen1	Canteen1	CLEAR	a canteen, variant 1	CLEAR	groupFile/Clothing	Medium		worn/carried equipment item	P07	1162
cloth front left 2	cloth front left 2	CLEAR	generic cloth control, front, left, variant 2	CLEAR	groupFile/Clothing	High		generic cloth control	P07	1163
flap3.r	Flap3.R	CLEAR	a garment flap, right, variant 3	CLEAR	groupFile/Clothing	Medium		garment-flap element	P07	1164
box17	Box17	CLEAR	a box, variant 17	CLEAR	groupFile/Other	High		recognized prop	P07	1165
body-r-ass-up	Body-R-Ass-Up	CLEAR	"buttock, right, ""up"" state"	CLEAR	groupFile/Body Morphs	High		soft-tissue direction/state control, matches established Ass-* precedent	P07	1166
bone25	Bone25	OPAQUE	generic numbered bone, no functional/regional word	NOT_APPLICABLE		Low		generic numbered technical bone	P07	1167
bip_clockcollar_l	bip_ClockCollar_L	CLEAR	"""Clock Collar"" costume item, left"	CLEAR	groupFile/Clothing	High		matches the settled bip_ClockCollarBack_L named-costume precedent	P07	1168
valvebiped_fx_shelleject	ValveBiped_FX_ShellEject	CLEAR	weapon shell-eject FX	CLEAR	groupFile/Other	High		recognized weapon part	P07	1169
bip_ass1_l	bip_Ass1_l+bip_ass1_L	CLEAR	buttock (structural anatomy), left, numbered	CLEAR	groupFile/Body	High		plain structural anatomy, no shape/state word (rule 6)	P07	1170
waist cancel left	Waist cancel left	CLEAR	waist counter-rotation rig control, left	CLEAR	groupFile/Body	Medium		technical rig-cancel control on structural anatomy, not a shape/state term	P07	1171
unused r jacketb spo	unused r jacketb spo	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P07	1172
ascot.top_5	Ascot.Top_5	CLEAR	ascot (neckwear garment), top, variant 5	CLEAR	groupFile/Clothing	High		worn garment	P07	1173
pad1_5	pad1_5	PARTIAL	"a ""pad,"" numbered, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: muscle/anatomical pad / paw pad / cushioning object / shoulder-pad garment	bare ambiguous object noun, no owner	P07	1174
bipqwn r foretwist	BipQwn R ForeTwist	CLEAR	"right forearm twist (""Qwn"" prefix)"	CLEAR	groupFile/Arms	High		ordinary twist bone; prefix ignored (rule 24)	P07	1175
bone194	Bone194	OPAQUE	generic numbered bone, no functional/regional word	NOT_APPLICABLE		Low		generic numbered technical bone	P07	1176
grit_both	Grit_Both	CLEAR	teeth-gritting expression, both sides	CLEAR	groupFile/Face/Lower Face	Medium		jaw/teeth expression control	P07	1177
box_kg1	box_KG1	CLEAR	a box container, variant 1	CLEAR	groupFile/Other	High		recognized container prop, matches box_KG_empty1 pattern	P07	1178
leg right thigh ctrl 2	leg right thigh ctrl 2	CLEAR	right thigh control, variant 2	CLEAR	groupFile/Legs	High		ordinary thigh anatomy	P07	1179
i12	I12	OPAQUE	ungrounded code	NOT_APPLICABLE		Low		ungrounded abbreviation, no other content	P07	1180
tripod.height	tripod.height	CLEAR	a tripod, height parameter	CLEAR	groupFile/Other	High		recognized prop	P07	1181
r_finger_1a	r_finger_1a	CLEAR	right finger, digit 1, variant a	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right finger digit, verified RightFingers subpath	P07	1182
ahoge 2	Ahoge 2	CLEAR	an ahoge (single upright hair strand), variant 2	CLEAR	groupFile/Hair	High		recognized specific hairstyle term	P07	1183
v_weapon.right_middle01	v_weapon.Right_Middle01	CLEAR	right middle finger (viewmodel weapon-hand rig)	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right finger digit, verified RightFingers subpath	P07	1184
door	Door+door	CLEAR	a door	CLEAR	groupFile/Other	High		recognized environment prop (rule 16 explicit example)	P07	1185
bip01_l_hand008	Bip01_L_Hand008	CLEAR	left hand, numbered sub-bone 008	CLEAR	groupFile/Arms	High		ordinary hand-structure anatomy	P07	1186
bip_panty_left.001	bip_panty_left.001	CLEAR	panty garment, left	CLEAR	groupFile/Clothing	High		worn garment	P07	1187
foreskinrbump1	foreskinRbump1	CLEAR	foreskin bump, right, variant 1	CLEAR	groupFile/Body Morphs	High		genital soft-tissue shape deformation, matches foreskinbumpbottom precedent	P07	1188
bags belt root	Bags Belt Root	CLEAR	bag and belt accessory, root	CLEAR	groupFile/Clothing	High		worn/carried accessory	P07	1189
leftclothpulltogether	LeftClothPullTogether	CLEAR	cloth garment, left, pull-together fit function	CLEAR	groupFile/Clothing	High		garment-owned fit control (rule 8)	P07	1190
cloth_back_b_4_r	cloth_back_B_4_R	CLEAR	generic cloth control, back, variant B, segment 4, right	CLEAR	groupFile/Clothing	High		generic cloth control	P07	1191
l string5 tip sec	l string5 tip sec	PARTIAL	"a ""string,"" tip, secondary, left"	NEEDS_CONTEXT		Low	materially different core readings: clothing drawstring / instrument string / physics jiggle strand	bare ambiguous object noun, no owner	P07	1192
cum-flat-bottom	cum-flat-bottom	CLEAR	a fluid/wetness effect, flat-bottom variant	CLEAR	groupFile/Other	High		bare fluid-effect control routes to Other, not anatomy or Body Morphs (rule 7)	P07	1193
right middle finger 1 expansion 1	Right middle finger 1 expansion 1	CLEAR	right middle finger, expansion variant 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		"finger-class content despite ""expansion"" qualifier; not corrective by itself (rule 5)"	P07	1194
bioshagdvd	bioshagdvd	OPAQUE	unclear fused compound, no confirmed decomposition	NOT_APPLICABLE		Low		ungrounded term	P07	1195
shin.l.001	shin.L.001	CLEAR	shin (lower leg), left, numbered	CLEAR	groupFile/Legs	High		ordinary leg anatomy	P07	1196
glass_front_d	glass_front_d	PARTIAL	"a ""glass,"" front, variant d"	NEEDS_CONTEXT		Low	materially different core readings: drinking glass / window glass / eyeglass lens (rule 22 explicit example)	bare ambiguous object noun, no owner	P07	1197
muscleup	muscleup	CLEAR	muscle definition/appearance, up	CLEAR	groupFile/Body Morphs	High		matches established muscle-appearance precedent	P07	1198
turret_root	turret_root	CLEAR	a turret, root	CLEAR	groupFile/Other	High		recognized weapon/vehicle mechanism	P07	1199
tenta_b_3_l	tenta_b_3_L	CLEAR	tentacle, variant b, segment 3, left	CLEAR	groupFile/Other	Medium	"""tenta"" read as a truncation of ""tentacle"""	species-neutral tentacle anatomy routes to Other (rule 18)	P07	1200
