fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id
bip_pussyside_1_r	bip_PussySide_1_R	CLEAR	genital anatomy, side, right, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy	P66
left_pussy_stretch	Left_pussy_stretch	CLEAR	genital anatomy, "stretch" shape/deformation, left	CLEAR	groupFile/Body Morphs	Medium		matches the settled right_pussy_stretch sibling precedent (verified this tranche)	P66
nipleft	NipLeft	CLEAR	left nipple, bare	CLEAR	groupFile/Body	Medium		plain structural anatomy, no explicit shape/direction word	P66
ass2	Ass2	CLEAR	buttock anatomy, numbered	CLEAR	groupFile/Body	High		buttock stays Body (rule 26)	P66
thighforwardback	ThighForwardBack	CLEAR	thigh, forward/back posing control	CLEAR	groupFile/Legs	High		plain leg anatomy	P66
dyng z 01	dyng z 01	CLEAR	a "dyng" (jiggle-physics) function, Z-axis, numbered	NEEDS_CONTEXT		Medium	no owning object named for the jiggle-physics function	matches the settled "dyng" jiggle-physics project convention; owner unresolved	P66
shockeyeright	ShockEyeRight	CLEAR	a "shock" expression localized to the eye, right	CLEAR	groupFile/Face/Eyes	High		matches the settled "eyes shocked"/eye-compound localized precedent (verified this tranche)	P66
cloth root	cloth root	CLEAR	a generic cloth/garment root/anchor node	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P66
cc_butt.l.001	cc_Butt.l.001	CLEAR	buttock anatomy, left, numbered	CLEAR	groupFile/Body	High		buttock stays Body (rule 26)	P66
l deltoidc spo	L DeltoidC Spo	PARTIAL	left deltoid (shoulder muscle), undecoded trailing qualifier ("Spo")	CLEAR	groupFile/Arms	Medium	"Spo" is an actual undecoded token	deltoid is grounded arm/shoulder anatomy despite the undecoded trailing qualifier (rule 22 PARTIAL test)	P66
wep_wick5	WEP_Wick5	CLEAR	a weapon wick part (e.g. molotov), numbered	CLEAR	groupFile/Other	High		recognized weapon-part prop	P66
r_elbow_twist_a_base_helper	r_elbow_twist_a_base_helper	CLEAR	right elbow twist helper bone	CLEAR	groupFile/Arms	High		plain arm anatomy	P66
arm left finger 3 c	arm left finger 3 c	CLEAR	left finger 3, variant	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P66
fit upper 03	fit Upper 03	OPAQUE	a generic "fit"/"upper" placeholder label, numbered, no specific object named	NOT_APPLICABLE		Low		no reliable core referent	P66
unusedbone063	unusedbone063	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P66
flm-visor-l1	Flm-Visor-L1	CLEAR	a visor (headgear accessory) under the internal Flm namespace, left, numbered	CLEAR	groupFile/Clothing	Medium		"Visor" is grounded worn-headgear content despite the internal namespace prefix	P66
r.worry	r.worry	CLEAR	a "worried" whole-face expression, right	CLEAR	groupFile/Face/Expressions	High		matches the settled l.worry sibling precedent (verified current ledger value)	P66
loosen	loosen	OPAQUE	a bare verb, no anatomical or functional object named	NOT_APPLICABLE		Low		no reliable core referent	P66
head nostril left 4	head nostril left 4	CLEAR	nostril, left, numbered	CLEAR	groupFile/Face/Mid Face	High		nostril is a mid-face (nose) feature	P66
mot15_neck2	MOT15_Neck2	CLEAR	neck, bare structural, numbered	CLEAR	groupFile/Body	High		bare neck with no specific feature defaults to Body	P66
raiseinleft	RaiseInLeft	OPAQUE	a "raise inward" direction phrase, left, no owning object named	NOT_APPLICABLE		Low		no reliable core referent; no owning feature named	P66
cop.pouch	Cop.Pouch	CLEAR	a police-costume pouch accessory	CLEAR	groupFile/Clothing	High		worn costume accessory	P66
wep_belt_bullet16	WEP_Belt_Bullet16	CLEAR	a belt-mounted bullet (ammunition object), numbered	CLEAR	groupFile/Other	High		matches the settled wep_belt_bullet# sibling precedent	P66
page3_e	Page3_E	CLEAR	a coherent page/letter series item, numbered	CLEAR	groupFile/Other	High		matches the settled Page<N>_<letter> coherent series precedent	P66
third_arms_r_ring2	Third_Arms_R_Ring2	CLEAR	a ring finger on a "Third Arms" rig, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches the settled third_arms_r sibling precedent (verified current ledger value)	P66
bip_pad_l	bip_pad_l	PARTIAL	a "pad" element, left	NEEDS_CONTEXT		Low	"pad" has materially different plausible readings (armor pad, shoulder pad, paw pad) with nothing to disambiguate	multi-sense bare word	P66
wep_bullet2_round	WEP_Bullet2_Round	CLEAR	a bullet round (ammunition object), numbered	CLEAR	groupFile/Other	High		matches the settled wep_bullet#_round sibling precedent	P66
bottomright	BottomRight	OPAQUE	a positional label combining "bottom" and "right", no object named	NOT_APPLICABLE		Low		matches the settled bare positional-label-no-object precedent	P66
ball_bn2	ball_bn2	CLEAR	testicle anatomy, numbered	CLEAR	groupFile/Body	High		matches the settled ball_bn1 sibling precedent (verified current ledger value)	P66
40	40	OPAQUE	bare number, no object or function named	NOT_APPLICABLE		Low		no readable content	P66
bip_balls1_l	bip_Balls1_l	CLEAR	testicle anatomy, left, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy	P66
bobby_bone_necklace_01	BOBBY_Bone_NeckLace_01	CLEAR	a bone-themed necklace (jewelry accessory), numbered	CLEAR	groupFile/Clothing	High		worn jewelry/accessory term	P66
polysurface273	polySurface273	OPAQUE	a generic mesh-name artifact, no anatomical content	NOT_APPLICABLE		Low		matches the settled polySurface### DCC-default precedent	P66
shirt_pull_left_up	shirt_pull_left_up	CLEAR	a shirt garment "pull up" control, left	CLEAR	groupFile/Clothing	High		explicit garment term	P66
fbx_murasaki_face_shy	fbx_murasaki_face_shy	CLEAR	a whole-face "shy" preset state on a named character	CLEAR	groupFile/Face/Expressions	High		matches the settled fbx_[character]_face_[state] whole-face-preset template	P66
ceeks puff	Ceeks Puff	CLEAR	cheek "puff" shape control (apparent misspelling of "cheeks")	CLEAR	groupFile/Face/Mid Face	High		cheek is a mid-face feature; literal spelling preserved as written (rule 12)	P66
paulinggib003	paulinggib003	CLEAR	a named gib/debris object, numbered	CLEAR	groupFile/Other	Medium		matches the settled paulinggib001/002 sibling precedent (verified current ledger values)	P66
37	37	OPAQUE	bare number, no object or function named	NOT_APPLICABLE		Low		no readable content	P66
orcmale_hd_fixed_bone44	orcmale_hd_fixed_Bone44	CLEAR	a head bone on a named character model, numbered	CLEAR	groupFile/Body	Medium		"hd" (head) is grounded location content despite the generic numbered-bone wrapper	P66
unused2	unused2	CLEAR	a self-declared unused/duplicate placeholder, numbered	CLEAR	groupFile/Useless	High		explicit self-declared "unused" marker (rule 15)	P66
bip001-spine	Bip001-Spine	CLEAR	spine, bare structural	CLEAR	groupFile/Body	High		bare structural spine anatomy	P66
brk-rig-face	Brk-Rig-Face	CLEAR	face anatomy under the Brk-Rig internal namespace	CLEAR	groupFile/Face	High		"Face" is grounded content that survives the internal-namespace prefix (rule 24)	P66
second_arms_r_index2	Second_Arms_R_Index2	CLEAR	an index finger on a "Second Arms" rig, right, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches the settled Third Arms sibling namespace-and-finger pattern	P66
ballsdetail1	BallsDetail1	CLEAR	testicle anatomy, "detail" refinement, numbered	CLEAR	groupFile/Body	Medium		plain structural genital anatomy, no explicit shape/size word	P66
gear.pouch	Gear.Pouch	CLEAR	an equipment pouch accessory	CLEAR	groupFile/Clothing	High		worn/carried equipment accessory	P66
i15	I15	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P66
l pinky knuckleroll	l pinky knuckleRoll	CLEAR	left pinky finger knuckle roll	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		plain finger anatomy, verified LeftFingers subpath	P66
frily_30.r	Frily_30.R	CLEAR	a "frilly" garment element, right, numbered	CLEAR	groupFile/Clothing	Medium		matches the settled frily sibling precedent (verified this tranche)	P66
bip01_l_toe1	Bip01_L_Toe1	CLEAR	left toe, numbered	CLEAR	groupFile/Toes/LeftToes	High		plain toe anatomy, verified LeftToes subpath	P66
bipqwn r foretwist1	BipQwn R ForeTwist1	CLEAR	right forearm twist under the Qwn internal namespace, numbered	CLEAR	groupFile/Arms	High		plain arm anatomy despite the internal-namespace prefix (rule 24)	P66
arm left cloth 2a	arm left cloth 2a	CLEAR	a generic sleeve/cloth control, left, variant	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P66
arm left cloth 3a	arm left cloth 3a	CLEAR	a generic sleeve/cloth control, left, variant	CLEAR	groupFile/Clothing	Medium		generic clothing term (rule 8)	P66
valvebiped.neck	Valvebiped.neck	CLEAR	neck, bare structural	CLEAR	groupFile/Body	High		bare neck with no specific feature defaults to Body	P66
pantspulldown	PantsPullDown	CLEAR	a pants garment "pull down" control	CLEAR	groupFile/Clothing	High		explicit garment term	P66
grip.001	grip.001	CLEAR	a "grip" function, numbered	NEEDS_CONTEXT		Medium	no owning object named for the grip function	matches the settled grip.009 sibling precedent (verified this tranche); owner unresolved	P66
eye_up_l	Eye_up_L	CLEAR	left eye, up direction	CLEAR	groupFile/Face/Eyes	High		explicit eye-region feature	P66
bobcut.front_left_4_jiggle	Bobcut.Front_Left_4_jiggle	CLEAR	a bob-cut hairstyle, front-left, jiggle-physics, numbered	CLEAR	groupFile/Hair	High		matches the settled bobcut sibling precedent	P66
object033_001	Object033_001	OPAQUE	generic placeholder object name, no referent	NOT_APPLICABLE		Low		matches the settled Object### placeholder precedent	P66
butt back ctr	butt back ctr	CLEAR	buttock anatomy, back, center	CLEAR	groupFile/Body	High		buttock stays Body (rule 26)	P66
holo	Holo	CLEAR	a hologram effect/prop reference	CLEAR	groupFile/Other	Medium		matches the settled "holo plant" sibling precedent (verified current ledger value)	P66
i13	I13	OPAQUE	bare alphanumeric code, no object or function named	NOT_APPLICABLE		Low		no readable content	P66
arm left wrist a	arm left wrist a	CLEAR	left wrist, variant a	CLEAR	groupFile/Arms	High		plain arm/wrist anatomy	P66
lipuppernarrow	LipUpperNarrow	CLEAR	upper lip, "narrow" shape	CLEAR	groupFile/Face/Lower Face	High		lip is a mouth/lower-face feature	P66
bone 1045	bone 1045	OPAQUE	generic numbered bone, no anatomical content	NOT_APPLICABLE		Low		matches the settled Bone### precedent	P66
