fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
gag_l_03	Gag_L_03	CLEAR	a worn gag restraint accessory, left, numbered	CLEAR	groupFile/Clothing	High		matches direct current-ledger Gag_L_01/02/04/05/06/08 sibling series (8/10 members), all CLEAR/CLEAR/Clothing	P91	
e16	E16	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P91	
cloth_bone_up_l_03	cloth_bone_up_l_03	CLEAR	a cloth simulation bone, upper, left, numbered	CLEAR	groupFile/Clothing	High		matches live-Master/ledger cloth-bone-simulation precedent, groupFile/Clothing	P91	
l_butt_top	L_Butt_Top	CLEAR	buttock anatomy, top position, left	CLEAR	groupFile/Body	High		buttock remains Body regardless of side/position marker (rule 26 override)	P91	
lbrow outer	lbrow outer	CLEAR	left eyebrow, outer portion	CLEAR	groupFile/Face/Upper Face	High		brow anatomy is Upper Face	P91	
cop.baton	Cop.Baton	CLEAR	a police baton prop	CLEAR	groupFile/Other	High		recognized real-world prop object	P91	
l_upper_leg_thigh_helper	l_upper_leg_thigh_helper	CLEAR	left upper-leg thigh anatomy, helper qualifier	CLEAR	groupFile/Legs	High		explicit leg/thigh anatomy grounds destination; 'helper' does not imply Correctives (section 12)	P91	
frontthigh.r	FrontThigh.R	CLEAR	right front-thigh anatomy	CLEAR	groupFile/Legs	High		explicit thigh anatomy	P91	
launcher_left_root	launcher_left_root	CLEAR	a weapon launcher prop root bone, left	CLEAR	groupFile/Other	High		recognized weapon prop, matches ValveBiped.Bip01_R_Rocket precedent	P91	
rsmirk	RSmirk	CLEAR	a smirk expression, right	CLEAR	groupFile/Face/Lower Face	High		matches established 'Smirk' bare-word Lower Face precedent	P91	
chair 01	Chair 01	CLEAR	a chair furniture prop, numbered	CLEAR	groupFile/Other	High		recognized real-world furniture/prop object	P91	
pbg-rig-hole-v2	PBG-Rig-Hole-V2	CLEAR	a 'hole' object/spatial control within the PBG internal rig namespace, numbered	NEEDS_CONTEXT		Medium	'hole' is real content but no single destination is established for this template	matches direct current-ledger sibling pbg-rig-hole-a and the extensive Qwn/Flm/Brk/Mar-Rig-Hole family, CLEAR/NEEDS_CONTEXT	P91	
lipupper_l4	lipUpper_L4	CLEAR	upper lip anatomy, left, numbered	CLEAR	groupFile/Face/Lower Face	High		lip anatomy is Lower Face	P91	
hand finger left 3c	hand finger left 3c	CLEAR	a left hand finger, digit 3, variant C	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger digit anatomy	P91	
bone_face_eye_l_shape_u_out	Bone_Face_Eye_L_Shape_U_Out	CLEAR	a left eye shape control, upper-out variant	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy/shape control	P91	
leg right thigh adj. 2	leg right thigh adj. 2	CLEAR	right leg thigh anatomy, adjustment variant, numbered	CLEAR	groupFile/Legs	High		explicit leg/thigh anatomy	P91	
jiggle.tassle_front_05	Jiggle.Tassle_Front_05	CLEAR	a front tassel jiggle-physics control, numbered	CLEAR	groupFile/Clothing	High		tassel is a worn decorative accessory; 'jiggle' names the grounded physics function (rule 22)	P91	
boob_fix	BOOB_FIX	CLEAR	breast anatomy, corrective/adjustment qualifier	CLEAR	groupFile/Body	High		matches ValveBiped.lboob1->Body precedent (plain structural breast anatomy); 'fix' does not divert anatomy to Correctives, matching the Knee_Fix->Legs precedent pattern	P91	
rope.01.l	rope.01.L	CLEAR	a rope prop, numbered, left	CLEAR	groupFile/Other	Medium		recognized generic real-world object, no anatomical/clothing/hair context	P91	
legfix90sw r	LegFix90SW R	CLEAR	right leg anatomy, 90-degree corrective/switch variant	CLEAR	groupFile/Legs	Medium		matches Skn_L/R_Knee_Fix->Legs precedent pattern: explicit leg anatomy word grounds destination despite the 'Fix'/'SW' technical qualifiers	P91	
flm-armb-belt-f2	Flm-ArmB-Belt-F2	CLEAR	a belt garment, Flm-ArmB namespace, variant F2	CLEAR	groupFile/Clothing	High		matches the settled Flm-ArmB-Belt-* sub-family (100% consistent CLEAR/CLEAR/Clothing regardless of suffix, Tranche 9 family QA)	P91	
r footroll	r footRoll	CLEAR	right foot anatomy, roll articulation	CLEAR	groupFile/Legs	High		explicit foot anatomy; roll is ordinary articulation, not corrective (rule 3)	P91	
unused head neck upper attached-face fix.002 item_head	unused head neck upper attached-face fix.002 item_head	CLEAR	self-declared unused marker, head/neck location	CLEAR	groupFile/Useless	High		matches the settled 'unused*' -> groupFile/Useless precedent (rule 15)	P91	
chin_right_1	chin_right_1	CLEAR	chin anatomy, right, numbered	CLEAR	groupFile/Face/Lower Face	High		chin is a lower-face feature	P91	
level2_south	Level2_South	CLEAR	a level/waypoint reference, compass direction south, numbered	NEEDS_CONTEXT		Medium	level+compass-direction is a stable core reading under rule 22, but destination is not established	matches direct current-ledger sibling level2_east/level2_north/level2_west, all CLEAR/CLEAR NEEDS_CONTEXT	P91	
sk_r_f_leg_1	SK_R_F_leg_1	CLEAR	right front-leg anatomy, numbered, SK model namespace	CLEAR	groupFile/Legs	Medium		explicit leg anatomy grounds destination; 'SK'/'F' namespace/qualifier set aside (rule 24)	P91	
cock_06	Cock_06	CLEAR	penis anatomy, numbered	CLEAR	groupFile/Body	High		plain structural genital anatomy, matches Cock.Shaft/ValveBiped.Bip01_Testicle precedent	P91	
face-facialmewing	Face-FacialMewing	CLEAR	a jaw-posture (mewing) facial control	CLEAR	groupFile/Face/Lower Face	Medium		'mewing' denotes a jaw/tongue-posture technique, a lower-face mechanism; no Master/ledger precedent, Medium confidence	P91	
bh001.l	Bh001.L	OPAQUE	cryptic 2-letter abbreviation+number+side fragment	NOT_APPLICABLE		Low	no independent grounding for 'Bh'	matches settled Bh##.* cryptic-fragment precedent	P91	
sofa.cushon.two	sofa.cushon.two	CLEAR	a sofa cushion furniture prop, numbered	CLEAR	groupFile/Other	High		recognized real-world furniture/prop object (misspelling 'cushon' accepted per rule 12)	P91	
canine_neck2	Canine_Neck2	CLEAR	canine (dog) neck anatomy, numbered	CLEAR	groupFile/Body	High		species-neutral neck anatomy (rule 18-style), plain structural	P91	
sharp_frown	sharp_frown	CLEAR	a sharp frown expression	CLEAR	groupFile/Face/Lower Face	High		matches established 'Frown' bare-word Lower Face precedent	P91	
trcraise	TRCRaise	CLEAR	a 'raise' (lift) function, undecoded TRC owner	NEEDS_CONTEXT		Low	'raise' is a stable directional function reading even without a named object (matches valvebiped.updown precedent); 'TRC' is unresolved	no Master/ledger precedent for 'TRC'	P91	
unibrow	Unibrow	CLEAR	a unibrow (joined eyebrows) feature	CLEAR	groupFile/Face/Upper Face	High		brow anatomy is Upper Face	P91	
five_bullet04	Five_Bullet04	CLEAR	a weapon ammunition prop, numbered	CLEAR	groupFile/Other	High		recognized ammunition prop, matches bullet-family precedent	P91	
normalblink	normalblink	CLEAR	a normal eye-blink expression	CLEAR	groupFile/Face/Eyes	High		blink is an eye-specific function	P91	
tanktopstrapless	TankTopStrapless	CLEAR	a strapless tank-top garment	CLEAR	groupFile/Clothing	High		explicit worn garment	P91	
pantiesstomachinflate1	PantiesStomachInflate1	CLEAR	a garment-owned stomach-inflation accommodation control, panties, numbered	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling pantiesstomachinflate2, CLEAR/CLEAR/Clothing (garment-prefixed body-shape-change control stays with the garment)	P91	
bip_r_cloth_c_02	bip_r_cloth_c_02	CLEAR	a cloth simulation bone, right, variant C, numbered	CLEAR	groupFile/Clothing	High		matches live-Master/ledger cloth-bone-simulation precedent	P91	
plane01	Plane01	OPAQUE	a DCC-default primitive object name	NOT_APPLICABLE		Low	primitive type does not describe what the mesh became	matches settled Plane###/DCC-default-name boundary precedent (section 9)	P91	
sliderbutton	SliderButton	OPAQUE	a generic UI slider-button widget label	NOT_APPLICABLE		Low	no anatomical/clothing/object content, generic interface term	matches settled generic-UI-label precedent (e.g. 'dead slider')	P91	
flm-arma-sworda-m	Flm-ArmA-SwordA-M	CLEAR	a sword prop, Flm-ArmA namespace, variant M	CLEAR	groupFile/Other	High		explicit weapon content grounds this regardless of the Flm-ArmA namespace prefix (rule 24), matches ValveBiped.Bip01_Sword/SwordStrap precedent	P91	
cock_03	Cock_03	CLEAR	penis anatomy, numbered	CLEAR	groupFile/Body	High		matches direct sibling cock_06, plain structural genital anatomy	P91	
l_brown	L_Brown	CLEAR	left eyebrow (corpus 'brow'+'n' spelling convention)	CLEAR	groupFile/Face/Upper Face	High		matches direct current-ledger sibling r_brown, CLEAR/CLEAR/Face/Upper Face	P91	
shape-ninja-nude	shape-ninja-nude	CLEAR	a ninja-costume-context body shape/appearance descriptor, nude state	CLEAR	groupFile/Body Morphs	High		matches direct current-ledger sibling shape-ninja-cleavage and the shape-athletic-nude/shape-busty-nude template, all CLEAR/CLEAR/Body Morphs	P91	
left index finger 1 grip 1	Left index finger 1 grip 1	CLEAR	left index finger, grip variant, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger digit anatomy	P91	
unused.027	unused.027	CLEAR	self-declared unused marker, numbered	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P91	
