fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
crotch.rear	Crotch.Rear	CLEAR	crotch/genital-region anatomy, rear	CLEAR	groupFile/Body	High		Explicit genital-region anatomy.	P73	
leotardcameltoe	LeotardCameltoe	CLEAR	a leotard garment-fit visual feature (cameltoe)	CLEAR	groupFile/Clothing	High		'Leotard' is an established Clothing garment term; cameltoe is a garment-fit feature.	P73	
valvebiped.bip01_r_vulvab	ValveBiped.Bip01_R_VulvaB	CLEAR	vulva anatomy, right, variant B	CLEAR	groupFile/Body	High		Explicit genital anatomy.	P73	
wrinkles-7	wrinkles-7	CLEAR	a wrinkle appearance/texture control, numbered	NEEDS_CONTEXT		Low	appearance function clear but no body region/feature named	Matches established 'wrinkle_small_3'-style NEEDS_CONTEXT precedent (this ledger).	P73	
bip_strands1_l	bip_Strands1_L	CLEAR	hair strands, numbered, left	CLEAR	groupFile/Hair	High		Explicit hair anatomy.	P73	
box_face_20_m	Box_Face_20_M	PARTIAL	a 'Box Face' (a geometric face/panel of a box object vs. a character's face), numbered, variant M	NEEDS_CONTEXT		Medium	no positive evidence resolves the 20-member template in either direction	Matches the settled Box_Face_##_M majority-sibling precedent (Tranche 7 family reconciliation); settled-rule drift check applied (Section 17).	P73	
tail 4 jb	tail 4 JB	CLEAR	tail anatomy, numbered, jiggle-bone variant	CLEAR	groupFile/Tail	High		Explicit tail anatomy.	P73	
arm left elbow pad	arm left elbow pad	CLEAR	a left elbow pad, a worn protective garment piece	CLEAR	groupFile/Clothing	High		Elbow pad is a specific, unambiguous worn protective accessory.	P73	
lighthearted	LightHearted	CLEAR	a lighthearted mood/expression state	CLEAR	groupFile/Face/Expressions	Medium		Bare whole-face mood word with no localized facial feature named.	P73	
r_rear_holster_0u_8v	r_rear_holster_0u_8v	CLEAR	a weapon holster, right, rear, technical position code	CLEAR	groupFile/Other	Medium		Holster is a weapon-carrying accessory; matches the belt_dagger-style precedent of routing weapon-related worn accessories to Other rather than Clothing.	P73	
left_vag_d_2	left_vag_d_2	CLEAR	vaginal structural anatomy, left, directional qualifier, numbered	CLEAR	groupFile/Body	Medium		Structural genital anatomy, positional qualifier.	P73	
bodyvolup	BodyVolup	CLEAR	a body-volume increase control	CLEAR	groupFile/Body Morphs	High		Explicit body-volume/size descriptor.	P73	
crow_1.phalanges1_l	Crow_1.Phalanges1_L	CLEAR	phalanges (finger bones) anatomy, left, creature-prefixed	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Phalanges is species-neutral finger-bone anatomy.	P73	
narrow2	Narrow2	CLEAR	a 'narrow' shape-adjustment control, numbered	NEEDS_CONTEXT		Low	no object/owner named	Shape function is clear but no body region or object is named.	P73	
bip_hb1_l	bip_hb1_L	OPAQUE	a generic bone with an ungrounded 'hb' code, left, numbered	NOT_APPLICABLE		Medium		No grounding for 'hb' abbreviation.	P73	
backleftloopclose	BackLeftLoopClose	PARTIAL	a 'loop' closure mechanism (garment loop/buckle vs. other), back, left	NEEDS_CONTEXT		Low	which loop object and closure type unresolved	No content resolves what kind of loop is being closed.	P73	
head-skinny	head-skinny	CLEAR	a head-shape 'skinny' descriptor	CLEAR	groupFile/Body Morphs	Medium		Matches sibling head-wide (this batch): explicit head-shape size descriptor.	P73	
bip_r_middle_03	bip_r_middle_03	CLEAR	right middle finger anatomy, numbered segment	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		'Middle' finger-position convention, matches sibling 'r middle 03' (this batch).	P73	
bipqwn l foretwist	BipQwn L ForeTwist	CLEAR	left forearm twist, BipQwn namespace	CLEAR	groupFile/Arms	High		Standard rig twist-bone anatomy (Rule 3); BipQwn is an established Qwn-Rig namespace prefix.	P73	
squinch left	squinch left	CLEAR	a squinch (eye/face scrunching) expression, left	CLEAR	groupFile/Face/Eyes	Medium		'Squinch' is a recognized eye-region facial expression term.	P73	
bone115	Bone115	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P73	
tailright3_2	TailRight3_2	CLEAR	tail anatomy, right, numbered	CLEAR	groupFile/Tail	High		Explicit tail anatomy.	P73	
rtoeindex01	rToeIndex01	CLEAR	right index toe anatomy, numbered	CLEAR	groupFile/Toes/RightToes	High		Explicit toe anatomy.	P73	
valvebiped.bip01_l_fingerbase4	ValveBiped.Bip01_L_FingerBase4	CLEAR	left finger base anatomy, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy.	P73	
helperbody1l	helperBody1L	CLEAR	a generic body helper bone, numbered, left	CLEAR	groupFile/Body	Medium		'Helper' is a common auxiliary-bone rig term; 'body' names the general anatomical owner.	P73	
flower pattern	Flower pattern	CLEAR	a decorative flower fabric/texture pattern	NEEDS_CONTEXT		Low	which garment or surface carries the pattern is unnamed	Pattern/design content is clear but the owning garment or surface is not named.	P73	
bone 1061	bone 1061	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P73	
bone119	Bone119	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P73	
browmiddle_right_up	browMiddle_Right_Up	CLEAR	right eyebrow, middle, raised/up	CLEAR	groupFile/Face/Upper Face	High		Explicit brow anatomy.	P73	
bip kneetwisttopout l	bip kneetwisttopout l	CLEAR	left knee twist, top-out variant	CLEAR	groupFile/Legs	High		Standard rig twist-bone anatomy (Rule 3).	P73	
v_weapon	v_weapon	OPAQUE	a bare viewmodel-weapon namespace prefix with no additional content	NOT_APPLICABLE		Medium		No semantic content beyond the bare rig/namespace prefix itself.	P73	
sperm.tail_1	Sperm.Tail_1	CLEAR	a sperm-cell effect prop's tail, numbered	CLEAR	groupFile/Other	Medium		Recognized effect/prop object, matches established fluid/effect-prop precedent.	P73	
c collar tip sec	c collar tip sec	CLEAR	a garment collar, tip section	CLEAR	groupFile/Clothing	Medium		'Collar' is an established garment feature in this Master (jacket_collar_l, collar_r1, collar right 4), routed to Clothing regardless of the 'tip sec' suffix.	P73	
bobcut.rear_left_3	Bobcut.Rear_Left_3	CLEAR	a bob-haircut hair strand, rear-left, numbered	CLEAR	groupFile/Hair	High		'Bobcut' is an unambiguous hairstyle name.	P73	
wep_belt_bullet10	WEP_Belt_Bullet10	CLEAR	a weapon ammunition belt, numbered round	CLEAR	groupFile/Other	High		Recognized ammunition object.	P73	
jnt_128	jnt_128	OPAQUE	a generic numbered joint	NOT_APPLICABLE		High		Generic joint+number pattern, no anatomical content, matches Bone### precedent.	P73	
nostril open right	Nostril Open Right	CLEAR	a nostril-open/flare posing control, right	CLEAR	groupFile/Face/Mid Face	High		Nostril flare is ordinary facial posing, not a body-shape morph; nostril is a mid-face feature.	P73	
tank	Tank	PARTIAL	'tank' (military vehicle / tank-top garment / storage tank)	NEEDS_CONTEXT		Low	materially different core senses compete	No disambiguating context for which 'tank' sense applies.	P73	
nasolabialmiddle_l	NasolabialMiddle_L	CLEAR	the nasolabial fold (real facial anatomy term), middle, left	CLEAR	groupFile/Face/Mid Face	High		'Nasolabial' is grounded anatomical terminology for the nose-to-mouth fold, a mid-face feature.	P73	
shoulder_bone_correct_r_02	shoulder_bone_correct_r_02	CLEAR	a shoulder corrective control, right, numbered	CLEAR	groupFile/Correctives	High		Explicit 'correct' correction language (Rule 5).	P73	
shirt_full_tie_left_1	Shirt_Full_Tie_Left_1	CLEAR	a shirt tie, left, numbered	CLEAR	groupFile/Clothing	High		Explicit worn garment.	P73	
rwing01	RWing01	CLEAR	right wing anatomy, numbered	CLEAR	groupFile/Wings	High		Explicit wing anatomy.	P73	
necklace 3	necklace 3	CLEAR	a necklace, numbered	CLEAR	groupFile/Clothing	High		Worn jewelry accessory.	P73	
valvebiped.bip01_r_shoulder_twist	ValveBiped.Bip01_R_Shoulder_Twist	CLEAR	right shoulder twist, standard biped rig	CLEAR	groupFile/Arms	High		Standard rig twist-bone anatomy.	P73	
shell.wall_11	Shell.Wall_11	CLEAR	an environment/structure 'shell wall' segment, numbered	CLEAR	groupFile/Other	High		Matches exact sibling shell.wall template (this ledger).	P73	
v_sil	v_sil	OPAQUE	an ungrounded viewmodel-prefixed 'sil' code	NOT_APPLICABLE		Low		No sufficiently strong corpus evidence resolves 'sil' (Rule 23d) between silencer/silhouette/other senses.	P73	
holster_l	holster_L	CLEAR	a weapon holster, left	CLEAR	groupFile/Other	High		Matches r_rear_holster sibling precedent (this ledger); weapon-carrying accessory routed to Other.	P73	
pedal.right	Pedal.Right	CLEAR	a vehicle/mechanism pedal, right	CLEAR	groupFile/Other	High		Recognized mechanism part.	P73	
jacket right back c	jacket right back c	CLEAR	a jacket garment, back, right, variant	CLEAR	groupFile/Clothing	High		Explicit worn garment.	P73	
canine_pelvis	Canine_Pelvis	CLEAR	pelvis anatomy, canine species descriptor	CLEAR	groupFile/Body	High		Pelvis is central/unsided anatomy (Rule 26); species prefix doesn't change the destination.	P73	
throat swallow	Throat Swallow	CLEAR	a throat-swallow action	CLEAR	groupFile/Body	Medium		Throat/neck is structural Body anatomy.	P73	
happy_open	happy_open	CLEAR	a 'happy' whole-face expression, open-mouth variant	CLEAR	groupFile/Face/Expressions	Medium		'Happy' is a whole-face mood word; 'open' describes a variant of the expression.	P73	
strench	strench	PARTIAL	'strench' (likely 'stretch' deformation function, or 'stench' odor effect)	NEEDS_CONTEXT		Low	materially different core readings compete	Ambiguous between a stretch-deformation reading and a stench/smell-effect reading, with no disambiguating content.	P73	
shirt up	shirt up	CLEAR	a shirt garment, up state/position	CLEAR	groupFile/Clothing	High		Explicit worn garment.	P73	
bip legtwistbottom r	bip legtwistbottom r	CLEAR	right leg twist, bottom variant	CLEAR	groupFile/Legs	High		Standard rig twist-bone anatomy (Rule 3).	P73	
eyeslookleft	EyesLookLeft	CLEAR	eyes look-left direction control	CLEAR	groupFile/Face/Eyes	High		Explicit eye-direction anatomy.	P73	
egg.wall_11	Egg.Wall_11	CLEAR	an environment/structure 'egg wall' segment, numbered	CLEAR	groupFile/Other	Medium		Matches the shell.wall structural-segment template (this ledger); 'egg' plausibly an environment/structure name.	P73	
