fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
pb_r_cmy01_bhair_11	pb_R_CMY01_BHair_11	CLEAR	a back-hair control, right, CMY01 model namespace, numbered	CLEAR	groupFile/Hair	High		'BHair' (back hair) content grounds this regardless of namespace (rule 24)	P97	
dlid_l_1	DLid_L_1	CLEAR	a lower eyelid control ('D'=down), left, numbered	CLEAR	groupFile/Face/Eyes	Medium		'DLid' reads as 'Down Lid', matching the eyelid-raiser/lid-family convention	P97	
wep_mag_bullet4	WEP_Mag_Bullet4	CLEAR	a weapon magazine bullet prop, numbered	CLEAR	groupFile/Other	High		recognized ammunition prop	P97	
nipplespoint	NipplesPoint	CLEAR	a nipples-point (erect/protruding through garment) control	CLEAR	groupFile/Clothing	Medium		matches live-Master DressNipplesPointOut/NipplesPointOUT/NurseNipplesPointOUT precedent (3 hits), all groupFile/Clothing	P97	
47	47	OPAQUE	a bare numeric literal with no other content	NOT_APPLICABLE		Low	pure numeric label, no anatomical/functional word	matches settled pure-numeric-literal precedent	P97	
tailleft1_6	TailLeft1_6	CLEAR	tail anatomy, left, chain 1, numbered	CLEAR	groupFile/Tail	High		matches extensive current-ledger TailLeft1 sibling series, all CLEAR/CLEAR/Tail	P97	
bendpushcrotchin	BendPushCrotchIn	CLEAR	a crotch-region bend/push-in shape control	CLEAR	groupFile/Body Morphs	Medium		explicit deformation action on named anatomy (crotch)	P97	
eyewinklel	EyeWinkleL	CLEAR	an eye-wink function control, left	CLEAR	groupFile/Face/Eyes	High		matches direct current-ledger sibling eyewinkler, wink is an eye-specific function	P97	
flm-armb-arm-ld	Flm-ArmB-Arm-LD	CLEAR	arm anatomy, Flm-ArmB namespace, variant LD	CLEAR	groupFile/Arms	High		matches the corrected settled Flm-ArmB-Arm-* sub-family (100% consistent CLEAR/CLEAR/Arms regardless of suffix, Tranche 9 family QA)	P97	
gib1	gib1	CLEAR	a gore/giblet fx object, numbered	CLEAR	groupFile/Other	High		'gib' is a Rule-23-grounded gore/fx-object term in this corpus	P97	
tenta_b_4_l	tenta_b_4_L	CLEAR	a tentacle segment, variant B, numbered, left	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent	P97	
valvebiped.polysurface11	ValveBiped.polySurface11	OPAQUE	DCC-default primitive geometry placeholder	NOT_APPLICABLE		Low	primitive type does not describe what the mesh became	matches the settled polySurface DCC-default-placeholder precedent	P97	
whr_3	whR_3	OPAQUE	cryptic 'WhR' abbreviation plus a number	NOT_APPLICABLE		Low	no independent grounding for 'WhR'	matches the settled 'whR_#' cryptic-fragment precedent (Tranche 7 audit)	P97	
doodad.bell_striker_right	Doodad.Bell_Striker_Right	CLEAR	a bell-striker mechanical prop, right	CLEAR	groupFile/Other	High		recognized mechanical/prop object, matches bell/dinger-style precedent	P97	
vagclosemid	VagCloseMid	CLEAR	a vaginal-closing shape control, mid variant	CLEAR	groupFile/Body Morphs	High		matches extensive live-Master vag close/Body-VagClose family (18 hits), all groupFile/Body Morphs	P97	
midshirtexpandalt02	MidShirtExpandAlt02	CLEAR	a shirt garment mid-expansion control, alternate variant, numbered	CLEAR	groupFile/Clothing	High		explicit worn garment ('shirt')	P97	
long_bulge_full	long_bulge_full	CLEAR	a genital bulge shape control, long, full state	CLEAR	groupFile/Body Morphs	High		explicit body-shape/size descriptor	P97	
wep_wick3	WEP_Wick3	CLEAR	a lighter-wick prop part, numbered	CLEAR	groupFile/Other	Medium		matches direct sibling v_weapon.lighter_flame4 (this batch), lighter/flame prop	P97	
c_tiel_c11	C_TieL_C11	PARTIAL	a 'tie' fastening reference, undecoded L/C codes, numbered	NEEDS_CONTEXT		Low	'Tie' establishes a fastening concept but the owning object (hair vs garment) is unresolved	matches direct current-ledger sibling c_tiel_c05, PARTIAL/NEEDS_CONTEXT	P97	
bip_l_finger_b_02	bip_l_finger_b_02	CLEAR	left hand finger digit, variant B, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger digit anatomy	P97	
bip_l_horn_02	bip_l_horn_02	CLEAR	a horn appendage, left, numbered	CLEAR	groupFile/Other	High		settled Rule 18 horn precedent	P97	
taurenmale_hd_bone_89	taurenmale_hd_bone_89	OPAQUE	bare numbered technical bone under a character/model-name prefix	NOT_APPLICABLE		Low	character/model prefix is not itself semantic ownership (rule 24); bare numbered bone carries no anatomical specificity	matches the established TaurenMale_HD_Bone## sibling precedent	P97	
bone32	Bone32	OPAQUE	generic numbered skinning bone	NOT_APPLICABLE		Medium	no anatomical/functional content	matches settled Bone### precedent	P97	
cloth middle 2 jb	cloth middle 2 JB	CLEAR	a cloth simulation control, middle, numbered, undecoded suffix JB	CLEAR	groupFile/Clothing	High		matches live-Master/ledger cloth-simulation precedent	P97	
tail 2 jb	tail 2 JB	CLEAR	tail anatomy, numbered, undecoded suffix JB	CLEAR	groupFile/Tail	High		explicit tail anatomy grounds this regardless of the undecoded suffix (rule 24)	P97	
kargathbladefist_bone103	kargathbladefist_Bone103	OPAQUE	bare numbered technical bone under a character-name prefix	NOT_APPLICABLE		Low	character/model prefix is not itself semantic ownership (rule 24); the bare numbered bone carries no anatomical specificity	matches the extensive current-ledger kargathbladefist_bone## sibling series, all OPAQUE/NOT_APPLICABLE	P97	
hokage hat right 3a	hokage hat right 3a	CLEAR	a Hokage-style hat garment, right, numbered	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling 'hokage hat left 1b/2a', explicit worn hat	P97	
canine_dog_rbrow	Canine_Dog_RBrow	CLEAR	canine right eyebrow anatomy	CLEAR	groupFile/Face/Upper Face	High		species-neutral brow anatomy (rule 18-style)	P97	
bip001 rthightwist	Bip001 RThighTwist	CLEAR	right thigh-twist anatomy	CLEAR	groupFile/Legs	High		ordinary twist-bone anatomy, not corrective (rule 3)	P97	
v_weapon.left_arm	v_weapon.Left_Arm	CLEAR	left arm anatomy, viewmodel weapon namespace	CLEAR	groupFile/Arms	Medium		explicit 'arm' anatomy grounds this regardless of the viewmodel weapon namespace (rule 24)	P97	
toungmiddleright	ToungMiddleRight	CLEAR	tongue anatomy, middle, right (misspelling accepted)	CLEAR	groupFile/Face/Tongue	High		matches direct current-ledger sibling toungbase, 'Toung' plausibly a misspelling of 'Tongue' (rule 12)	P97	
tenta_b_4_r	tenta_b_4_R	CLEAR	a tentacle segment, variant B, numbered, right	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent	P97	
bip_fring00_l	Bip_FRing00_L	CLEAR	hair fringe/bangs, numbered, left	CLEAR	groupFile/Hair	High		matches the settled bare/numbered 'fringe'/'Fring' hair-bangs template (rule 23)	P97	
valvebiped.bip01_l_shoulder_twist	ValveBiped.Bip01_L_Shoulder_Twist	CLEAR	left shoulder-twist anatomy	CLEAR	groupFile/Arms	High		matches direct current-ledger sibling ValveBiped.Bip01_R_Shoulder_Twist, ordinary rig twist-bone anatomy	P97	
finger2b	finger2b	CLEAR	a finger digit, variant 2B, unsided	CLEAR	groupFile/Fingers	Medium		explicit finger anatomy with no side marker, matches the bare top-level Fingers destination	P97	
feathercharm.l	FeatherCharm.L	CLEAR	a feather-charm decorative accessory, left	CLEAR	groupFile/Clothing	Medium		recognized worn decorative accessory	P97	
wrinkle_medium_1	wrinkle_medium_1	CLEAR	a medium-intensity wrinkle deformation control, numbered	NEEDS_CONTEXT		Low	'wrinkle' names a real deformation concept but the owning skin/garment surface is not stated	matches direct sibling wrinkles-3 (this ledger)	P97	
pantstug	PantsTug	CLEAR	a pants garment tug/pull interaction control	CLEAR	groupFile/Clothing	High		explicit worn garment ('pants')	P97	
pad2_6	pad2_6	CLEAR	a padding/pad accessory, numbered	CLEAR	groupFile/Clothing	Medium		matches direct current-ledger sibling pad2_5/pad3_5, recognized worn padding accessory	P97	
big_earring.r	Big_Earring.R	CLEAR	a big earring jewelry accessory, right	CLEAR	groupFile/Clothing	High		explicit worn jewelry accessory	P97	
leftarmroll_helper	LeftArmRoll_helper	CLEAR	left arm-roll anatomy, helper qualifier	CLEAR	groupFile/Arms	High		matches live-Master DEF-LeftArmRoll/LeftArmRoll precedent; roll/helper does not imply Correctives (rule 3)	P97	
bipbrk lthightwist1	BipBrk LThighTwist1	CLEAR	left thigh-twist anatomy, numbered, Brk namespace	CLEAR	groupFile/Legs	High		ordinary twist-bone anatomy grounds this regardless of namespace (rule 24)	P97	
eyes-full-upset	Eyes-Full-Upset	CLEAR	an upset eyes expression	CLEAR	groupFile/Face/Upper Face	Medium		matches direct live-Master 'eyesupset' precedent, groupFile/Face/Upper Face	P97	
pack_3	pack_3	CLEAR	a backpack/pack worn accessory, numbered	CLEAR	groupFile/Clothing	High		matches live-Master pack_1/pack_2 precedent	P97	
bipflm r foretwist1	BipFlm R ForeTwist1	CLEAR	right forearm-twist anatomy, numbered, Flm namespace	CLEAR	groupFile/Arms	High		matches live-Master Bip01-R-ForeTwist/Foretwist1 precedent, namespace set aside (rule 24)	P97	
thightwist2right	ThighTwist2Right	CLEAR	right thigh-twist anatomy, numbered	CLEAR	groupFile/Legs	High		ordinary twist-bone anatomy, not corrective (rule 3)	P97	
side_left_6	side_left_6	OPAQUE	a bare 'side left' positional label, numbered	NOT_APPLICABLE		Low	'side'/'left' name only position, no owning object	matches settled bare-positional-label-no-object precedent	P97	
eyes happy right	eyes happy right	CLEAR	a happy eyes expression, right	CLEAR	groupFile/Face/Eyes	High		eye-specific expression control	P97	
pupils-shapesnake-l	Pupils-ShapeSnake-L	CLEAR	a snake-shaped (vertical-slit) pupil control, left	CLEAR	groupFile/Face/Eyes	High		eye-specific shape control, matches eyeballs-bigpupils-l precedent (facial shape stays with Face/Eyes, not Body Morphs)	P97	
tail 6 jb	tail 6 JB	CLEAR	tail anatomy, numbered, undecoded suffix JB	CLEAR	groupFile/Tail	High		explicit tail anatomy grounds this regardless of the undecoded suffix (rule 24), matches direct sibling 'tail 2 jb'	P97	
rwing13	RWing13	CLEAR	right wing anatomy, numbered	CLEAR	groupFile/Wings	High		explicit wing anatomy	P97	
flex_twist	Flex_TWIST	OPAQUE	a generic flex-system twist technical parameter	NOT_APPLICABLE		Low	no anatomical/object content, generic technical modifier	matches the settled 'flex_noise#' cryptic-fragment precedent	P97	
