fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
eyes-suspicious-l	Eyes-Suspicious-L	CLEAR	an eye-region 'suspicious' emotional expression, left	CLEAR	groupFile/Face/Eyes	Medium		'Eyes' is the explicit named feature/mechanism, not a whole-face preset template.	P74	
nippokedouble04	NipPokeDouble04	CLEAR	a nipple-poke soft-tissue interaction/deformation state, double, numbered	CLEAR	groupFile/Body Morphs	Medium		Nipple/breast soft tissue lacks ordinary skeletal joints (Rule 12); 'poke' is a deformation/interaction state word.	P74	
foot_pinky_1_r	foot_pinky_1_R	CLEAR	right foot pinky toe anatomy, numbered	CLEAR	groupFile/Toes/RightToes	High		Explicit toe anatomy.	P74	
tie_04	Tie_04	CLEAR	a garment necktie, numbered	CLEAR	groupFile/Clothing	Medium		'Tie' is an established worn-garment term in this Master (cf. shirt_exposed_tie).	P74	
llegex	LLegEX	CLEAR	left leg anatomy, 'EX' qualifier	CLEAR	groupFile/Legs	Medium		Leg anatomy is stable; 'EX' qualifier ungrounded but doesn't disturb the core reading.	P74	
squint-left	Squint-Left	CLEAR	a squint eye action, left	CLEAR	groupFile/Face/Eyes	High		Explicit eye action.	P74	
bone065	Bone065	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P74	
rsmalltoe2 2	rsmalltoe2 2	CLEAR	right small toe anatomy, numbered	CLEAR	groupFile/Toes/RightToes	High		Explicit toe anatomy.	P74	
ball 1	ball 1	PARTIAL	'ball' (testicle / spherical prop / ball-joint), numbered	NEEDS_CONTEXT		Low	materially different core senses compete	No disambiguating context for which 'ball' sense applies.	P74	
object23	Object23	OPAQUE	a generic placeholder object name	NOT_APPLICABLE		High		Matches established 'Object###' generic-placeholder OPAQUE precedent.	P74	
wep_shellholder	WEP_ShellHolder	CLEAR	a weapon ammunition shell holder	CLEAR	groupFile/Other	High		Recognized weapon part.	P74	
right lowerarm	Right LowerArm	CLEAR	right forearm anatomy	CLEAR	groupFile/Arms	High		Plain structural forearm anatomy.	P74	
bip01_l_forearm009	Bip01_L_Forearm009	CLEAR	left forearm anatomy, numbered	CLEAR	groupFile/Arms	High		Plain structural forearm anatomy.	P74	
bone056	Bone056	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P74	
unusedmot07-leftleg	unusedmot07-leftleg	CLEAR	a self-declared unused motion control referencing the left leg	CLEAR	groupFile/Useless	High		Explicit 'unused' declaration overrides the anatomical content (Rule 15).	P74	
genitals_inner_back_right	Genitals_Inner_Back_Right	CLEAR	genital structural anatomy, inner back, right	CLEAR	groupFile/Body	High		Explicit genital anatomy, positional qualifiers only.	P74	
cape1_left2	CAPE1_LEFT2	CLEAR	a cape garment, numbered variant, left, numbered	CLEAR	groupFile/Clothing	High		Explicit worn garment.	P74	
taurenmale_hd_bone_101	taurenmale_hd_bone_101	OPAQUE	a generic numbered bone under a character/model-name prefix ('TaurenMale HD')	NOT_APPLICABLE		High		Matches the exact settled TaurenMale_HD_bone_78 precedent (Rule 24: model-name prefix, no independently grounded content).	P74	
bipqwn	BipQwn	OPAQUE	a bare rig namespace prefix with no additional content	NOT_APPLICABLE		Medium		No semantic content beyond the bare namespace prefix itself, matching the bare v_weapon precedent.	P74	
thejaw	THEJAW	CLEAR	the jaw, anatomy	CLEAR	groupFile/Face/Lower Face	High		Explicit jaw anatomy.	P74	
collar right b	collar right b	CLEAR	a garment collar, right, variant	CLEAR	groupFile/Clothing	Medium		Matches the established garment-collar convention.	P74	
valvebiped.lboob1	ValveBiped.lboob1	CLEAR	breast anatomy, left, numbered	CLEAR	groupFile/Body	Medium		Plain structural breast-anatomy reference with no shape/size descriptor (Rule 12).	P74	
bodychubby	BodyChubby	CLEAR	a body-shape 'chubby' descriptor	CLEAR	groupFile/Body Morphs	High		Explicit body shape descriptor.	P74	
page1_a	Page1_A	CLEAR	a book page-turning prop control, numbered, variant	CLEAR	groupFile/Other	High		Matches Rule 23's Page<N>_<letter> grounded sibling-series template.	P74	
r fold a	R Fold A	PARTIAL	a 'fold' (skin fold / fabric fold / other fold), right, variant	NEEDS_CONTEXT		Low	materially different core senses compete	No disambiguating context for which 'fold' sense applies.	P74	
second_arms_r_thumb1	Second_Arms_R_Thumb1	CLEAR	an extra/second right arm, thumb, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Matches established extra-limb (third/second_arms) finger precedent.	P74	
23	23	OPAQUE	a bare number	NOT_APPLICABLE		High		No semantic content.	P74	
asshole_8	Asshole_8	CLEAR	anal structural anatomy, numbered	CLEAR	groupFile/Body	High		Explicit genital/anal anatomy.	P74	
tail left root	tail left root	CLEAR	tail root/anchor anatomy, left	CLEAR	groupFile/Tail	High		Explicit tail anatomy.	P74	
foot_pinky_2_r	foot_pinky_2_R	CLEAR	right foot pinky toe anatomy, numbered	CLEAR	groupFile/Toes/RightToes	High		Explicit toe anatomy.	P74	
huladoll.base	Huladoll.base	CLEAR	a hula-doll novelty prop, base	CLEAR	groupFile/Other	Medium		Recognized novelty prop object (Rule 16).	P74	
bippbg l finger1	BipPBG L Finger1	CLEAR	left finger anatomy, PBG namespace, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy.	P74	
bobcut.front_left_2	Bobcut.Front_Left_2	CLEAR	a bob-haircut hair strand, front-left, numbered	CLEAR	groupFile/Hair	High		'Bobcut' is an unambiguous hairstyle name.	P74	
object013	Object013	OPAQUE	a generic placeholder object name	NOT_APPLICABLE		High		Matches established 'Object###' generic-placeholder OPAQUE precedent.	P74	
r string6 tip sec	r string6 tip sec	CLEAR	a decorative 'string' accessory, right, numbered, tip section	NEEDS_CONTEXT		Low	no owner named	Matches established bare unowned string/cord accessory NEEDS_CONTEXT precedent.	P74	
creaseleft	CreaseLeft	CLEAR	a crease appearance/texture control, left	NEEDS_CONTEXT		Low	appearance function clear but no body region/feature named	Matches established 'wrinkle'-style NEEDS_CONTEXT precedent (unowned appearance function).	P74	
daze	Daze	CLEAR	a dazed mental-state expression	CLEAR	groupFile/Face/Expressions	Medium		Bare whole-face mood/state word, matching the Hurt/Shocked-style Expressions precedent.	P74	
e15	E15	OPAQUE	a bare alphanumeric code	NOT_APPLICABLE		Medium		No grounding for standalone 'E15'.	P74	
valvebiped.bip01_l_pinkie02	ValveBiped.Bip01_L_Pinkie02	CLEAR	left pinky finger anatomy, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy.	P74	
g11	G11	OPAQUE	a bare alphanumeric code	NOT_APPLICABLE		Medium		No grounding for standalone 'G11'.	P74	
dyng a 01	dyng a 01	CLEAR	a jiggle-physics control, 'dyng' lettered series (a), numbered	NEEDS_CONTEXT		Medium	function grounded, owning object/destination not resolved	'Dyng' is a grounded jiggle-physics naming convention (Rule 23's lettered a/b/c/d/e system); grounds function only, not destination.	P74	
bone_legmr3	Bone_LegMR3	CLEAR	leg anatomy, cryptic 'MR' qualifier, numbered	CLEAR	groupFile/Legs	Medium		Leg anatomy is stable; 'MR' qualifier ungrounded but doesn't disturb the core reading.	P74	
bone160	Bone160	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P74	
leg right upper	leg right upper	CLEAR	right upper leg/thigh anatomy	CLEAR	groupFile/Legs	High		Plain structural leg anatomy.	P74	
flm	Flm	OPAQUE	a bare rig namespace prefix with no additional content	NOT_APPLICABLE		Medium		No semantic content beyond the bare namespace prefix itself, matching the bare v_weapon/BipQwn precedent.	P74	
object010_001	Object010_001	OPAQUE	a generic placeholder object name	NOT_APPLICABLE		High		Matches established 'Object###' generic-placeholder OPAQUE precedent.	P74	
drum	Drum	PARTIAL	'drum' (musical instrument / mechanical drum / storage drum)	NEEDS_CONTEXT		Low	materially different core senses compete	No disambiguating context for which 'drum' sense applies.	P74	
bip_l_eyelash	bip_l_eyelash	CLEAR	left eyelash anatomy	CLEAR	groupFile/Face/Eyes	Medium		Eyelash is treated as an eye-region facial feature in this Master's convention.	P74	
car16	car16	CLEAR	a car/vehicle prop, numbered	CLEAR	groupFile/Other	Medium		Recognized vehicle object (Rule 16).	P74	
poney hair dress	Poney Hair Dress	CLEAR	a ponytail hairstyle/hair-dressing control	CLEAR	groupFile/Hair	Medium		Reads as a ponytail-related hairstyle control.	P74	
tenta_1_r	tenta_1_R	CLEAR	a tentacle, right, numbered	CLEAR	groupFile/Other	High		Settled Rule 18 species-neutral precedent (tentacle->Other), confirmed by finalized calibration.	P74	
chair.height_1	Chair.Height_1	CLEAR	a chair prop's height control, numbered	CLEAR	groupFile/Other	High		Recognized furniture object (Rule 16).	P74	
cam	cam	OPAQUE	an ungrounded 'cam' code (camera reference vs. camshaft/mechanism, unresolved)	NOT_APPLICABLE		Low		No sufficiently strong corpus evidence resolves 'cam' between competing technical senses (Rule 23d); commonly a non-semantic technical helper name.	P74	
valvebiped_bullet8	ValveBiped_Bullet8	CLEAR	a bullet/ammunition prop, standard ValveBiped rig prefix, numbered	CLEAR	groupFile/Other	High		Recognized ammunition object.	P74	
right index finger 1 grip 2	Right index finger 1 grip 2	CLEAR	right index finger anatomy, grip pose variant	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit index finger anatomy.	P74	
unusedarm right finger knuckle middle	unusedarm right finger knuckle middle	CLEAR	a self-declared unused control referencing right-hand finger-knuckle anatomy	CLEAR	groupFile/Useless	High		Explicit 'unused' declaration overrides the anatomical content (Rule 15).	P74	
rough_small_4	rough_small_4	CLEAR	a 'rough' surface-texture control, small, numbered	NEEDS_CONTEXT		Low	which surface/object is rough is unnamed	Texture-quality function is clear but no object is named.	P74	
bip fring00 r	bip fring00 r	CLEAR	a hair fringe strand (likely truncated 'fringe'), right, numbered	CLEAR	groupFile/Hair	Low		'Fring' plausibly a truncated 'fringe' (hair-fringe/bangs), a readable interpretation despite the irregular spelling (Rule 12).	P74	
grip.004	grip.004	PARTIAL	a 'grip' (hand-grip pose function / object grip-handle component), numbered	NEEDS_CONTEXT		Low	materially different core readings compete	No disambiguating context for which 'grip' sense applies.	P74	
brk-rig-bacon-f	Brk-Rig-Bacon-F	OPAQUE	an internal 'Brk-Rig-Bacon' namespace codename with no independently grounded content	NOT_APPLICABLE		High		Matches the settled Brk-Rig-Bacon-* internal-namespace OPAQUE precedent (Tranche 7 audit).	P74	
backleft	BackLeft	OPAQUE	a bare positional/location compound with no owning object	NOT_APPLICABLE		Medium		Matches established 'bare positional label, no owner' OPAQUE precedent.	P74	
bobcut.rear_left_2	Bobcut.Rear_Left_2	CLEAR	a bob-haircut hair strand, rear-left, numbered	CLEAR	groupFile/Hair	High		'Bobcut' is an unambiguous hairstyle name.	P74	
collar left b	collar left b	CLEAR	a garment collar, left, variant	CLEAR	groupFile/Clothing	Medium		Matches the established garment-collar convention.	P74	
bip01_spine1_009	Bip01_Spine1_009	CLEAR	spine anatomy, standard biped rig, numbered	CLEAR	groupFile/Body	High		Plain structural spine anatomy.	P74	
right_19	right_19	OPAQUE	a bare positional label with no owning object	NOT_APPLICABLE		High		Matches established 'bare positional label, no owner' OPAQUE precedent.	P74	
arm right finger 2 d	arm right finger 2 d	CLEAR	right finger anatomy, numbered, variant D	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		Explicit finger anatomy; 'd' qualifier unresolved but doesn't disturb the core reading.	P74	
pb_l_cmy01_bhair_5	pb_L_CMY01_BHair_5	CLEAR	body hair, left, numbered, cryptic model-code infix	CLEAR	groupFile/Hair	Medium		'Bhair' is a grounded body-hair abbreviation (matches the fhair=facial-hair pattern), despite the ungrounded 'cmy01' infix (Rule 24).	P74	
bipbrk flower	BipBrk Flower	CLEAR	a flower accessory/object, Brk-Rig namespace	NEEDS_CONTEXT		Low	no owner/context beyond the set-aside namespace	'Flower' is a real recognizable object, but no owning context (accessory vs. pattern vs. prop) is specified.	P74	
poke10	Poke10	CLEAR	a 'poke' interaction/deformation function, numbered	NEEDS_CONTEXT		Low	no object/owner named	Function is clear but no object or body-part owner is named.	P74	
nostril rise right	Nostril Rise Right	CLEAR	a nostril-rise posing control, right	CLEAR	groupFile/Face/Mid Face	High		Matches the established nostril-open posing precedent; nostril is a mid-face feature.	P74	
leg right thigh twist a	leg right thigh twist a	CLEAR	right thigh twist, variant A	CLEAR	groupFile/Legs	High		Standard rig twist-bone anatomy (Rule 3).	P74	
bone13	Bone13	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P74	
knotlarge2	KnotLarge2	CLEAR	a decorative knot accessory, large size, numbered	NEEDS_CONTEXT		Low	no owner named	Matches established bare unowned decorative-knot-accessory precedent (knotmedium1).	P74	
bip_shoulderarmor_l	bip_SHOULDERARMOR_L	CLEAR	a shoulder armor piece, left	CLEAR	groupFile/Clothing	High		Armor is worn equipment, matching the established worn-equipment->Clothing convention.	P74	
phys	Phys	OPAQUE	a bare 'physics' technical qualifier with no object named	NOT_APPLICABLE		Medium		Generic technical term with no owning object.	P74	
bip_l_ring_02	bip_l_ring_02	CLEAR	left ring finger anatomy, numbered	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		Explicit finger anatomy.	P74	
shell.wall_5	Shell.Wall_5	CLEAR	an environment/structure 'shell wall' segment, numbered	CLEAR	groupFile/Other	High		Matches exact sibling shell.wall template (this ledger).	P74	
grapple5	grapple5	CLEAR	a grappling-hook tool prop, numbered	CLEAR	groupFile/Other	Medium		Recognized tool/weapon prop object (Rule 16).	P74	
straps_r	straps_R	CLEAR	a straps accessory, right	NEEDS_CONTEXT		Low	no owning garment/object named	Bare unowned accessory noun (Rule 25); no specific garment/equipment owner is named.	P74	
dyng e 02	dyng e 02	CLEAR	a jiggle-physics control, 'dyng' lettered series (e), numbered	NEEDS_CONTEXT		Medium	function grounded, owning object/destination not resolved	Matches the settled 'dyng' lettered-series jiggle-physics precedent (this ledger).	P74	
reflexsite	ReflexSite	OPAQUE	an unexplained 'reflex site' technical marker	NOT_APPLICABLE		Low		No independently grounded content identifies what object or corrective this marker serves.	P74	
bone064	Bone064	OPAQUE	a generic numbered rig bone	NOT_APPLICABLE		High		Generic Bone+number pattern.	P74	
finger_index_right_0	finger_index_right_0	CLEAR	right index finger anatomy, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		Explicit index finger anatomy.	P74	
nip tuck	Nip tuck	CLEAR	a nipple/breast tightening shape state ('tuck')	CLEAR	groupFile/Body Morphs	High		Explicit shape/state descriptor on nipple/breast anatomy.	P74	
