fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
lipscornersup	LipsCornersUp	CLEAR	lip corners, upward control	CLEAR	groupFile/Face/Lower Face	High		lip anatomy is Lower Face	P96	
headband tail left d	headband tail left d	CLEAR	a headband garment accessory, tail portion, left, variant D	CLEAR	groupFile/Clothing	High		matches direct current-ledger sibling 'headband tail left a', groupFile/Clothing	P96	
crush-5	crush-5	CLEAR	a crush/impact deformation control, numbered	NEEDS_CONTEXT		Low	'crush' names a real deformation concept but the owning object is not stated	no Master/ledger precedent names the owner	P96	
lowerhead	LowerHead	CLEAR	head anatomy, lower position	CLEAR	groupFile/Body	High		bare structural head anatomy defaults to Body absent a specific facial feature (rule 13)	P96	
belt_fronttail_3	Belt_FrontTail_3	CLEAR	a belt front-tail accessory, numbered	CLEAR	groupFile/Clothing	High		explicit worn belt accessory	P96	
rocket	rocket	CLEAR	a rocket weapon prop	CLEAR	groupFile/Other	High		recognized weapon prop, matches ValveBiped.Bip01_R_Rocket precedent	P96	
unused b_r_shoulderarm2helper	unused b_r_shoulderarm2helper	CLEAR	self-declared unused marker, shoulder/arm location	CLEAR	groupFile/Useless	High		matches settled 'unused*' precedent (rule 15)	P96	
hider	hider	CLEAR	a 'hide' (visibility-toggle) function control	NEEDS_CONTEXT		Low	'hide' is a stable function reading even without a named object	owning object not stated	P96	
key.white_51	Key.White_51	CLEAR	a white piano/instrument key prop, numbered	CLEAR	groupFile/Other	Medium		matches direct current-ledger sibling key.white_11/21, groupFile/Other	P96	
buttplump	ButtPlump	CLEAR	a buttock plumpness shape control	CLEAR	groupFile/Body Morphs	High		matches live-Master butt/glute-spread-family Body-Morphs precedent for buttock shape sliders	P96	
teeth_lower_1	Teeth_Lower_1	CLEAR	lower teeth anatomy, numbered	CLEAR	groupFile/Face/Lower Face	High		teeth anatomy is a lower-face feature, matches TeethDownClose/teethDown precedent	P96	
head 4 da lulz	head 4 DA LULZ	OPAQUE	a joke/flavor-text phrase with no owning object	NOT_APPLICABLE		Low	internet-slang joke phrase, not a real content descriptor	matches settled bare joke/flavor-text-phrase precedent (e.g. 'it's your funeral')	P96	
nasolabiallower_r	NasolabialLower_R	CLEAR	right lower nasolabial-fold anatomy	CLEAR	groupFile/Face/Mid Face	High		matches extensive live-Master nasolabial family, all groupFile/Face/Mid Face	P96	
vag pull big corr	Vag Pull Big Corr	CLEAR	a vaginal-pull shape control, big-size correction variant	CLEAR	groupFile/Body Morphs	High		matches extensive live-Master VagOpen/vag-pull genital-shape family, all groupFile/Body Morphs; 'corr' reads as a shape-correction variant, not a JCM-style rig corrective	P96	
au12au25	AU12AU25	CLEAR	combined Facial Action Units 12 and 25 (FACS convention)	CLEAR	groupFile/Face/Expressions	High		matches the corrected current-ledger bare/combined-AU-number convention (au1au4/au2au4), all CLEAR/CLEAR/Face/Expressions	P96	
helpthighbackl	HelpThighBackL	CLEAR	left thigh anatomy, back, helper control	CLEAR	groupFile/Legs	High		explicit thigh anatomy; helper does not imply Correctives (rule 3)	P96	
polysurface125	polySurface125	OPAQUE	DCC-default primitive geometry placeholder	NOT_APPLICABLE		Low	primitive type does not describe what the mesh became	matches the settled polySurface DCC-default-placeholder precedent	P96	
butt_spread	butt_spread	CLEAR	a buttock-spread shape control	CLEAR	groupFile/Body Morphs	High		matches live-Master 'butt spread'/'ButtSpread'/'BUTT_CHEEKS_SPREAD' precedent	P96	
i3	I3	OPAQUE	bare 2-character alphanumeric code	NOT_APPLICABLE		Low	no readable content	matches settled bare-cryptic-code precedent	P96	
05	05	OPAQUE	a bare numeric literal with no other content	NOT_APPLICABLE		Low	pure numeric label, no anatomical/functional word	matches settled pure-numeric-literal precedent	P96	
jacket_border_5_l	jacket_border_5_L	CLEAR	a jacket garment border/hem control, numbered, left	CLEAR	groupFile/Clothing	High		explicit worn garment ('jacket')	P96	
prop_04	prop_04	CLEAR	a generic prop object, numbered	CLEAR	groupFile/Other	Medium		'prop' is a recognized generic real-object category term	P96	
glass	Glass+glass	CLEAR	a drinking-glass prop	CLEAR	groupFile/Other	High		recognized real-world prop object	P96	
ckspine3bend40	CKSpine3Bend40	CLEAR	spine anatomy, bend articulation, numbered, CK namespace	CLEAR	groupFile/Body	Medium		explicit spine anatomy grounds this regardless of the 'CK' namespace prefix (rule 24); matches direct sibling ckspine2bend65	P96	
bow left d 1	bow left d 1	CLEAR	a bow ribbon accessory, left, variant D, numbered	CLEAR	groupFile/Clothing	Low	ribbon-bow-accessory vs. archery-weapon reading is unresolved	matches direct sibling 'bow right b 1' (this ledger)	P96	
flowerchoker1.l	FlowerChoker1.L	CLEAR	a flower-choker necklace accessory, numbered, left	CLEAR	groupFile/Clothing	High		matches live-Master Bip_Chocker/Choker family precedent	P96	
opt_as_r_wrist_b	OPT_AS_R_Wrist_B	CLEAR	right wrist anatomy, variant B, OPT/AS namespace	CLEAR	groupFile/Arms	Medium		explicit wrist anatomy grounds this regardless of the namespace prefix (rule 24)	P96	
dagger_3	dagger_3	CLEAR	a dagger weapon prop, numbered	CLEAR	groupFile/Other	High		recognized weapon prop	P96	
platine	platine	OPAQUE	cryptic 'Platine' fragment	NOT_APPLICABLE		Low	no independent grounding (possibly a material/model reference, unconfirmed)	no Master/ledger precedent recovers this fragment	P96	
c_bck_a00	C_BCK_A00	CLEAR	a 'Bck'(=Back)-labeled control, variant A00	NEEDS_CONTEXT		Medium	'Bck' is an established corpus abbreviation for 'Back' (rule 23)	matches direct current-ledger sibling c_bck_b00, CLEAR/NEEDS_CONTEXT (the more specific '00'-suffix template, not the '01'-suffix OPAQUE siblings)	P96	
genitals_outer_back_right	Genitals_Outer_Back_Right	CLEAR	outer-back genital shape control, right	CLEAR	groupFile/Body Morphs	Medium		matches the broader genital-shape family precedent, explicit genital anatomy with positional descriptor	P96	
flm-armb-float-a1	Flm-ArmB-Float-A1	CLEAR	a 'float' function in the Flm-ArmB internal namespace, variant A1 (object unstated)	NEEDS_CONTEXT		Medium	'float' is a generic technical term identifying no specific object	matches the extensive current-ledger flm-armb-float-a2/a3/a4/a5/a6/b2/b3/b5/b6 sibling family, all CLEAR/NEEDS_CONTEXT (or OPAQUE for the b2 outlier)	P96	
r collarc a phy	R CollarC a Phy	CLEAR	a right garment collar, physics variant, C	CLEAR	groupFile/Clothing	High		matches extensive live-Master bare 'collar left/right/front/back' family (28 hits), all groupFile/Clothing; descriptive multi-word naming matches the garment-collar template, not the ValveBiped-prefixed clavicle-bone template	P96	
lowerraise eyes left	LowerRaise Eyes Left	CLEAR	a lower-eyelid-raise expression, left	CLEAR	groupFile/Face/Eyes	High		eyelid raise is an eye-specific function	P96	
tail_up_a	tail_up_a	CLEAR	tail anatomy, upward variant A	CLEAR	groupFile/Tail	High		explicit tail anatomy	P96	
fin_top_d_b	fin_top_d_b	CLEAR	a fin segment, top row D, variant B	CLEAR	groupFile/Other	High		settled Rule 18 fin precedent, matches finalized calibration (l_fin_back_b)	P96	
wraparmsshape	WrapArmsShape	CLEAR	an arm-wrap shape control	CLEAR	groupFile/Body Morphs	Medium		explicit 'shape' suffix names a body-shape deformation	P96	
innerlips top right	innerlips top right	CLEAR	inner lip anatomy, top, right	CLEAR	groupFile/Face/Lower Face	High		lip anatomy is Lower Face, matches direct sibling 'innerlips bottom right'	P96	
bip_chest_1_l	bip_Chest_1_l	CLEAR	chest anatomy, numbered, left	CLEAR	groupFile/Body	High		plain structural torso anatomy	P96	
foot_s_r	Foot_S_R	CLEAR	right foot anatomy, undecoded variant code S	CLEAR	groupFile/Legs	Medium		explicit foot anatomy grounds this regardless of the undecoded suffix (rule 24), matches head_s_r/head_a_t sibling pattern	P96	
splitfixbackl	SplitFixBackL	CLEAR	a garment split-fix control, back, left	CLEAR	groupFile/Clothing	Medium		matches direct current-ledger sibling splitfixbackr and live-Master DRESS-SplitFix/PantsSplitFix precedent	P96	
shell.wall_42	Shell.Wall_42	CLEAR	a wall/shell prop panel, numbered	CLEAR	groupFile/Other	Low	unclear if 'shell' denotes armor or environment geometry	matches direct current-ledger sibling shell.wall family	P96	
bobcut.side_right_2_1	Bobcut.Side_Right_2_1	CLEAR	a Bobcut hairstyle side-right section, numbered	CLEAR	groupFile/Hair	High		matches live-Master Bobcut.Bang_* family (48 hits), all groupFile/Hair	P96	
fbx_murasaki_face_none	fbx_murasaki_face_none	CLEAR	a whole-face preset for character Murasaki, 'none' state	CLEAR	groupFile/Face/Expressions	High		direct instance of the settled fbx_[character]_face_[state] whole-face-preset template	P96	
bh02.l	Bh02.L	OPAQUE	cryptic 2-letter abbreviation+number+side fragment	NOT_APPLICABLE		Low	no independent grounding for 'Bh'	matches settled Bh##.* cryptic-fragment precedent	P96	
bulbus_l	bulbus_L	CLEAR	bulbus glandis (canine genital) shape control, left	CLEAR	groupFile/Body Morphs	High		matches live-Master Bulbus_Left/Right/Flex_pen_Bulbus precedent (8 hits), all groupFile/Body Morphs	P96	
cockv	CockV	CLEAR	penis anatomy, variant V	CLEAR	groupFile/Body	Medium		plain structural genital anatomy, matches Cock-family precedent	P96	
_05	_05	OPAQUE	a bare numeric literal with no other content	NOT_APPLICABLE		Low	pure numeric label, no anatomical/functional word	matches settled pure-numeric-literal precedent	P96	
l3rdnc	L3rdNc	OPAQUE	cryptic 'L 3rd NC' fragment	NOT_APPLICABLE		Low	no independent grounding	no Master/ledger precedent recovers this fragment	P96	
object18	Object18	OPAQUE	generic DCC placeholder object name	NOT_APPLICABLE		Low	no interpretable content	matches the extensive settled Object## placeholder precedent	P96	
rtoe01n	RToe01N	CLEAR	right toe digit, numbered, undecoded suffix N	CLEAR	groupFile/Toes/RightToes	High		explicit toe anatomy, matches direct sibling ltoe05n (this ledger)	P96	
headgear_l	Headgear_L	CLEAR	a headgear worn accessory, left	CLEAR	groupFile/Clothing	High		recognized worn head accessory	P96	
f_r_temple	f_R_Temple	CLEAR	right temple anatomy, F namespace	CLEAR	groupFile/Face/Upper Face	High		matches extensive current-ledger fa_temple_right/left sibling family, temple is Upper Face	P96	
prf_weapon_sakura_3_r	prf_weapon_sakura_3_R	CLEAR	a weapon prop, Sakura character namespace, numbered, right	CLEAR	groupFile/Other	High		recognized weapon prop; character-name namespace set aside (rule 24)	P96	
reyegroup	rEyeGroup	CLEAR	a right-eye control group	CLEAR	groupFile/Face/Eyes	High		explicit eye anatomy	P96	
collar left 1	collar left 1	CLEAR	a garment collar, left, numbered	CLEAR	groupFile/Clothing	High		matches live-Master 'collar left/right/front/back' family (28 hits), all groupFile/Clothing	P96	
fio-rig-strip-l4	Fio-Rig-Strip-L4	CLEAR	a 'strip' object/spatial control within the Fio internal rig namespace, left, numbered	NEEDS_CONTEXT		Medium	'strip' is real content but no single destination is established for this template	matches the Qwn/Flm/Pbg/Brk/Mar-Rig-Hole family's typical resolution pattern (internal-namespace content word, CLEAR/NEEDS_CONTEXT)	P96	
vagina_close	Vagina_Close	CLEAR	a vaginal-closing shape control	CLEAR	groupFile/Body Morphs	High		matches extensive live-Master Vagina/Pussy shape family, groupFile/Body Morphs	P96	
saberon_bone46	saberon_Bone46	OPAQUE	bare numbered technical bone under a character-name prefix	NOT_APPLICABLE		Low	character/model prefix is not itself semantic ownership (rule 24); bare numbered bone carries no anatomical specificity	matches the extensive current-ledger saberon_bone## sibling series, all OPAQUE/NOT_APPLICABLE	P96	
sad_brows_left	sad_brows_left	CLEAR	a sad eyebrow expression, left	CLEAR	groupFile/Face/Upper Face	High		brow anatomy is Upper Face, matches brows-doubt-right localized-emotion-compound precedent	P96	
underwear-hard	Underwear-Hard	CLEAR	an underwear garment, 'hard' state variant	CLEAR	groupFile/Clothing	High		explicit worn garment	P96	
wep_clipazine_release	WEP_Clipazine_Release	CLEAR	a weapon magazine (clip/azine) release mechanism part	CLEAR	groupFile/Other	High		recognized weapon-part prop	P96	
arm right wrist ctrl 1	arm right wrist ctrl 1	CLEAR	right wrist anatomy, control variant, numbered	CLEAR	groupFile/Arms	High		explicit wrist anatomy	P96	
adjust_knuckle_a_r	adjust_knuckle_A_R	CLEAR	right knuckle (finger) anatomy, adjustment control, variant A	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger-knuckle anatomy; adjust does not imply Correctives (rule 12)	P96	
egg.wall_26	Egg.Wall_26	CLEAR	an egg-wall environment/prop panel, numbered	CLEAR	groupFile/Other	Low	unclear exact object, but 'wall' is a recognizable real-world structural object	matches direct sibling egg.wall_16 (this ledger)	P96	
backlooppullin	BackLoopPullIn	CLEAR	a back loop-pull-in mechanism control	NEEDS_CONTEXT		Low	'loop pull' names a stable function even without a named owning object	owning object/garment not stated	P96	
second_arms_r_index3	Second_Arms_R_Index3	CLEAR	a right index-finger digit on a supernumerary ('second') arm, numbered	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches direct current-ledger sibling third_arms_l_middle3, extra-limb qualifier does not change the finger destination	P96	
cround	CRound	CLEAR	a 'round' shape descriptor, undecoded owner 'C'	NEEDS_CONTEXT		Low	'round' is a real shape concept but no owning object/region is named	no Master/ledger precedent names the owner	P96	
speed2	speed2	CLEAR	a speed/rate parameter, numbered	NEEDS_CONTEXT		Low	'speed' names a stable function even without a named object	owning mechanism/object not stated	P96	
flm-arma-swordb-cr1	Flm-ArmA-SwordB-CR1	CLEAR	a sword prop, Flm-ArmA namespace, variant B-CR1	CLEAR	groupFile/Other	High		matches direct current-ledger sibling flm-arma-sworda-h/m, explicit weapon content grounds this regardless of namespace (rule 24)	P96	
pinky ringer.001	Pinky ringer.001	PARTIAL	competing readings: a pinky-finger control vs. a bell/ringer object, numbered	NEEDS_CONTEXT		Low	'Pinky' and 'Ringer' combine unusually with no disambiguation	no Master/ledger precedent resolves this compound	P96	
lowlid_left_in	lowLid_Left_IN	CLEAR	lower eyelid anatomy, left, inner	CLEAR	groupFile/Face/Eyes	High		eyelid anatomy is an eye-specific feature	P96	
cockball_l	CockBall_L	CLEAR	penis/testicle anatomy, left	CLEAR	groupFile/Body	High		dot/compound skeletal-style genital anatomy naming, matches cock.balls_1 precedent	P96	
ao2awidth	AO2AWidth	CLEAR	a width shape/size adjustment, undecoded owner code AO2A	CLEAR	groupFile/Body Morphs	Medium		'Width' is an explicit shape/size descriptor, matches GlutesWidth/PBMGluteWidth body-shape-slider convention	P96	
creasetr	CreaseTR	CLEAR	a crease deformation, top-right position	NEEDS_CONTEXT		Low	'crease' names a real deformation concept but the owning garment/skin surface is not stated	matches direct sibling creasetl (this ledger)	P96	
dyng head rope1 01	dyng head rope1 01	CLEAR	a jiggle-physics function on a head-rope object, ownership among hair/headdress/clothing unresolved, numbered	NEEDS_CONTEXT		Medium	'dyng' function is grounded (rule 23)	matches direct current-ledger sibling 'dyng head rope2 03', CLEAR/NEEDS_CONTEXT	P96	
toungbase	ToungBase	CLEAR	tongue anatomy, base segment (misspelling accepted)	CLEAR	groupFile/Face/Tongue	High		'Toung' plausibly reads as a misspelling of 'Tongue' (rule 12)	P96	
top untouched shadow	Top Untouched Shadow	OPAQUE	a cryptic 'top untouched shadow' technical/lighting label	NOT_APPLICABLE		Low	no clear anatomical/clothing content survives; plausibly an unrelated shadow/lighting technical control	no Master/ledger precedent recovers this fragment	P96	
eh!?	Eh!?	CLEAR	an 'Eh!?' vocal-reaction facial expression	CLEAR	groupFile/Face/Expressions	Low		a vocalized exclamation reads as a whole-face reaction-expression state	P96	
