fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
left hand screw 2	Left hand screw 2	PARTIAL	a left hand-screw mechanism control, numbered	NEEDS_CONTEXT		Medium	siblings split between CLEAR/Arms/LeftArm (screw 1) and PARTIAL/NEEDS_CONTEXT (screw 3)	conservative NEEDS_CONTEXT given the genuine split among near-identical numbered siblings	P89	
leg left thigh ctr 3	leg left thigh ctr 3	PARTIAL	a left thigh center control, numbered	CLEAR	groupFile/Legs	High		matches direct near-identical sibling 'leg left thigh ctr3', PARTIAL/CLEAR/Legs	P89	
r belta spo	R BeltA Spo	CLEAR	a right BeltA garment control	CLEAR	groupFile/Clothing	High		matches 'R BeltA a Phy'/'L BeltA Spo' sibling series, all CLEAR/CLEAR/Clothing	P89	
key.rightshift	Key.RightShift	CLEAR	a keyboard key prop in the Key.<label> series	CLEAR	groupFile/Other	High		coherent Key.<label> series (rule 23), matches Key.RightOption/RightBracket	P89	
wep_bottomstrap	WEP_bottomstrap	CLEAR	a weapon bottom-strap hardware control	CLEAR	groupFile/Other	High		recognized weapon hardware part (rule 16)	P89	
head eye corner upper left	Head Eye Corner Upper Left	CLEAR	a left upper eye-corner control	CLEAR	groupFile/Face/Eyes	High		matches sibling 'head eye corner leftb', CLEAR/CLEAR/Face/Eyes	P89	
object006	Object006	OPAQUE	a generic numbered placeholder object	NOT_APPLICABLE		High		matches extensive Object00# sibling series, all OPAQUE/NOT_APPLICABLE	P89	
rear b_2	Rear B_2	OPAQUE	a cryptic 'rear b' positional code, numbered	NOT_APPLICABLE		High		direct sibling 'rear b_3', OPAQUE/NOT_APPLICABLE	P89	
upperarm_twist_r_02	upperarm_twist_r_02	CLEAR	a right upper-arm twist bone, numbered	CLEAR	groupFile/Arms	High		direct sibling upperarm_twist_r_01, CLEAR/CLEAR/Arms	P89	
box12	Box12	CLEAR	a numbered box prop	CLEAR	groupFile/Other	High		matches extensive Box## sibling series, all CLEAR/CLEAR/Other	P89	
bone103	Bone103	OPAQUE	a generic numbered bone with no functional or regional word	NOT_APPLICABLE		High		matches extensive bone10# sibling series, all OPAQUE/NOT_APPLICABLE	P89	
bone181	Bone181	OPAQUE	a generic numbered bone with no functional or regional word	NOT_APPLICABLE		High		matches extensive bone18# sibling series, all OPAQUE/NOT_APPLICABLE	P89	
fa_forehead_right_out	fa_forehead_right_out	CLEAR	a right outer-forehead control	CLEAR	groupFile/Face/Upper Face	High		direct sibling fa_forehead_right_inn, CLEAR/CLEAR/Face/Upper Face	P89	
uppertentacle4	UpperTentacle4	CLEAR	a numbered upper-tentacle segment	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent, matches LowerTentacle1 and the extensive Tentacle family	P89	
bip_ass1	bip_Ass1	CLEAR	a buttock control, numbered	CLEAR	groupFile/Body	High		matches bip_Ass2/bip_Ass1_l sibling series, all CLEAR/CLEAR/Body	P89	
fbx_monster_oboro_face	fbx_monster_oboro_face	CLEAR	a bare face control for the Oboro monster character	CLEAR	groupFile/Face	High		character/rig prefix set aside; bare 'face' with no specific state or feature routes to groupFile/Face (matches fio-rig-face precedent)	P89	
valvebiped.group4	ValveBiped.group4	OPAQUE	a generic numbered rig group with no functional or regional word	NOT_APPLICABLE		High		matches ValveBiped.group1/5 sibling series, both OPAQUE/NOT_APPLICABLE	P89	
bobby_bone_necklace_11	BOBBY_Bone_NeckLace_11	CLEAR	a numbered necklace garment control on the Bobby rig namespace	CLEAR	groupFile/Clothing	High		matches extensive BOBBY_Bone_NeckLace sibling family, all CLEAR/CLEAR/Clothing	P89	
ebrow_bone_correct_r_01	ebrow_bone_correct_r_01	CLEAR	a right eyebrow corrective bone, numbered	CLEAR	groupFile/Correctives	High		explicit stated 'correct' purpose (rule 5), matches direct sibling ebrow_bone_correct_l_02	P89	
unusedbone168	unusedbone168	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P89	
unusedhairroot2	unusedhairroot2	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P89	
drip_jiggle_2	Drip_Jiggle_2	CLEAR	a drip jiggle-physics effect control, numbered	CLEAR	groupFile/Other	Medium	sibling Drip_Jiggle_1 was classified OPAQUE without a clearly stated distinguishing reason	matches direct sibling Drip_Jiggle_0, CLEAR/CLEAR/Other (fluid/drip-effect precedent, rule 7)	P89	
third_arms_l_middle2	Third_Arms_L_Middle2	CLEAR	a left middle finger bone on a tertiary arm set, segment 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		direct sibling Third_Arms_L_Middle1, CLEAR/CLEAR/LeftFingers	P89	
rtoethumb02	rToeThumb02	CLEAR	a right thumb-toe bone, segment 02	CLEAR	groupFile/Toes/RightToes	High		matches rToeThumb01/lToeThumb01/02/03 sibling series, all CLEAR/CLEAR/RightToes or LeftToes	P89	
magspinner	magspinner	CLEAR	a weapon magazine-spinner mechanism control	CLEAR	groupFile/Other	Medium		recognized weapon hardware part (rule 16)	P89	
shell.wall_29	Shell.Wall_29	CLEAR	a numbered wall-shell prop panel	CLEAR	groupFile/Other	Medium	a minority of Shell.Wall_N siblings are OPAQUE with no stated distinguishing reason	matches the majority Shell.Wall_N sibling pattern, all CLEAR/CLEAR/Other	P89	
ropebelt_tassel_front_3	RopeBelt_Tassel_Front_3	CLEAR	a rope-belt tassel garment control, front, numbered	CLEAR	groupFile/Clothing	High		matches RopeBelt_Tassel_Back sibling series, all CLEAR/CLEAR/Clothing	P89	
rmiddle1	rMiddle1+rmiddle1	CLEAR	a right middle-finger bone, segment 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		matches direct sibling RMiddle2, CLEAR/CLEAR/RightFingers	P89	
toy_bone_09	toy_bone_09	CLEAR	a numbered toy prop bone	CLEAR	groupFile/Other	High		matches extensive toy_bone sibling family, all CLEAR/CLEAR/Other	P89	
mlid_l_2	MLid_L_2	CLEAR	a left eyelid control, numbered	CLEAR	groupFile/Face/Eyes	High		matches bottomlid_l1/l2 sibling series, all CLEAR/CLEAR/Face/Eyes	P89	
pregnant2	Pregnant2	CLEAR	a pregnancy body-shape control, numbered	CLEAR	groupFile/Body Morphs	High		matches direct sibling bare 'pregnant', CLEAR/CLEAR/Body Morphs	P89	
unusedhairroot5	unusedhairroot5	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P89	
extended vertebra	extended vertebra	CLEAR	an extended-pose vertebra control	CLEAR	groupFile/Body	High		ordinary structural spine anatomy (rule 6)	P89	
c_bck_a01	C_BCK_A01	OPAQUE	a cryptic 'BCK' code, center, numbered	NOT_APPLICABLE		Medium	sibling C_BCK_B00 was classified CLEAR/NEEDS_CONTEXT	matches exact-template sibling C_BCK_B01, OPAQUE/NOT_APPLICABLE	P89	
towel	Towel	CLEAR	a towel prop	CLEAR	groupFile/Other	Medium		recognized generic prop object (rule 16)	P89	
bone.025	Bone.025	OPAQUE	a generic numbered bone with no functional or regional word	NOT_APPLICABLE		High		matches extensive Bone.0## sibling series, all OPAQUE/NOT_APPLICABLE	P89	
h5	H5+h5	OPAQUE	a bare cryptic alphanumeric code	NOT_APPLICABLE		Medium		matches bare cryptic-code OPAQUE precedent	P89	
bone 81	bone 81	OPAQUE	a generic numbered bone with no functional or regional word	NOT_APPLICABLE		High		matches 'bone 82'/'bone 89' sibling series, both OPAQUE/NOT_APPLICABLE	P89	
thiccerreal	ThiccerReal	CLEAR	a body-shape 'thiccer' control, real/genuine variant	CLEAR	groupFile/Body Morphs	High		matches bare Thiccer sibling, CLEAR/CLEAR/Body Morphs	P89	
clitoral_glans	clitoral_glans	CLEAR	a clitoral glans control	CLEAR	groupFile/Body	High		ordinary genital anatomy, no shape word (rule 6)	P89	
ascot.top_6	Ascot.Top_6	CLEAR	a numbered ascot-top garment control	CLEAR	groupFile/Clothing	High		matches extensive Ascot.Top sibling family, all CLEAR/CLEAR/Clothing	P89	
left_8	left_8	OPAQUE	a bare positional label with no object named	NOT_APPLICABLE		High		matches sibling side_left_8, OPAQUE/NOT_APPLICABLE	P89	
head earring left a 2	head earring left a 2	CLEAR	a left earring control, variant A, numbered	CLEAR	groupFile/Clothing	High		matches 'head earring left a 1'/'a 1_jiggle' sibling series, all CLEAR/CLEAR/Clothing	P89	
unusedbone106	unusedbone106	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P89	
unused.005	unused.005	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P89	
wep_boltcharger	WEP_BoltCharger	CLEAR	a weapon bolt-charger mechanism control	CLEAR	groupFile/Other	High		direct sibling WEP_BoltCharger_2, CLEAR/CLEAR/Other	P89	
jacketshirtclippingassistance	JacketShirtClippingAssistance	CLEAR	a jacket/shirt clipping-prevention helper control	CLEAR	groupFile/Clothing	High		explicit garment-specific helper function (rule 8)	P89	
pivot_point	Pivot_point	OPAQUE	a bare technical pivot-anchor marker, no owning object	NOT_APPLICABLE		Medium		generic technical rig term with no anatomical/functional owner named	P89	
kneesshrink	Kneesshrink	CLEAR	a knees-shrink shape control	CLEAR	groupFile/Body Morphs	High		explicit body-shape size word (rule 7)	P89	
wep_bolt_safety	WEP_Bolt_Safety	CLEAR	a weapon bolt-safety mechanism control	CLEAR	groupFile/Other	High		recognized weapon hardware part (rule 16)	P89	
bip_horn_01	bip_horn_01	CLEAR	a numbered horn segment	CLEAR	groupFile/Other	High		settled Rule 18 horn precedent, matches extensive bip_horn/bip_r_horn/bip_l_horn sibling family	P89	
pilotcar	PilotCar	CLEAR	a pilot-car vehicle prop	CLEAR	groupFile/Other	High		recognized vehicle prop (rule 16)	P89	
fur_gen_bed_single_rich_a_mesh	FUR_GEN_Bed_Single_Rich_A_Mesh	CLEAR	a bed furniture prop mesh	CLEAR	groupFile/Other	High		matches direct sibling FUR_GEN_Bed_Single_Rich_A_Mesh.002, CLEAR/CLEAR/Other	P89	
school_bowtie_idk	School_Bowtie_IDK	CLEAR	a school-bowtie garment control	CLEAR	groupFile/Clothing	High		direct sibling School_Bowtie, CLEAR/CLEAR/Clothing	P89	
tail01n	Tail01N	CLEAR	a numbered tail segment	CLEAR	groupFile/Tail	High		matches ValveBiped.Bip01_Tail01/SK_tail01 sibling series, all CLEAR/CLEAR/Tail	P89	
canine_lbackleg1	Canine_LBackLeg1	CLEAR	a left back-leg bone on a canine rig, segment 1	CLEAR	groupFile/Legs	High		matches Canine_LBackLegToe/Palm/2 sibling series, all CLEAR/CLEAR/Legs	P89	
hat_right_4_jiggle	Hat_Right_4_jiggle	CLEAR	a right hat garment jiggle control, numbered	CLEAR	groupFile/Clothing	High		explicit worn headwear garment (rule 8), matches Hat_Right_Tassel family	P89	
cock.shaft_4	Cock.Shaft_4	CLEAR	a penis-shaft control, numbered	CLEAR	groupFile/Body	High		direct sibling Cock.Shaft_4_Skin, CLEAR/CLEAR/Body	P89	
lsmalltoe4 2	lsmalltoe4 2	CLEAR	a left small-toe bone, numbered	CLEAR	groupFile/Toes/LeftToes	High		matches extensive smalltoe sibling family, all CLEAR/CLEAR/LeftToes or RightToes	P89	
bip01 foot.r	Bip01 Foot.R	CLEAR	a right foot bone	CLEAR	groupFile/Legs	High		direct sibling 'Bip01 Foot.L', CLEAR/CLEAR/Legs	P89	
bone032	Bone032	OPAQUE	a generic numbered bone with no functional or regional word	NOT_APPLICABLE		High		matches extensive bone03# sibling series, all OPAQUE/NOT_APPLICABLE	P89	
flag2	flag2	CLEAR	a numbered flag prop	CLEAR	groupFile/Other	Medium		recognized generic prop object (rule 16)	P89	
head nostril right 3	head nostril right 3	CLEAR	a right nostril control, numbered	CLEAR	groupFile/Face/Mid Face	High		matches extensive 'head nostril right' sibling family, all CLEAR/CLEAR/Face/Mid Face	P89	
c_dred_l2_04	C_Dred_L2_04	CLEAR	a dreadlock hair strand control, numbered	CLEAR	groupFile/Hair	High		matches extensive C_Dred_L2 sibling family, all CLEAR/CLEAR/Hair	P89	
flex_noise1	Flex_Noise1	OPAQUE	a generic ungrounded 'flex noise' token, numbered	NOT_APPLICABLE		Medium	one sibling (Flex_Noise_02) was classified CLEAR/NEEDS_CONTEXT	matches the majority flex_noise sibling pattern, OPAQUE/NOT_APPLICABLE	P89	
bone135_l_hoho5_joint	bone135_L_Hoho5_Joint	OPAQUE	a left rig joint tied to an ungrounded 'hoho5' code	NOT_APPLICABLE		Medium		no sibling series or recognized convention grounds 'hoho5' (rule 23)	P89	
pants string １.l	Pants string １.L	CLEAR	a left pants-string garment control, numbered	CLEAR	groupFile/Clothing	High		matches 'Pants string ２.R'/'Pants string １.R' sibling series, all CLEAR/CLEAR/Clothing	P89	
head earring right a 2_jiggle	head earring right a 2_jiggle	CLEAR	a right earring jiggle control, variant A, numbered	CLEAR	groupFile/Clothing	High		matches 'head earring right a 1'/'a 1_jiggle' sibling series, all CLEAR/CLEAR/Clothing	P89	
jnt_back	jnt_back	CLEAR	a bare structural back joint control	CLEAR	groupFile/Body	Medium		explicit 'jnt' (joint) marker confirms a skeletal reading distinct from the ambiguous bare 'back'/'rback' accessory cases	P89	
unused r jacketd spo	unused r jacketd spo	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P89	
r bust04 tip sec	r bust04 tip sec	CLEAR	a right bust control, tip section, numbered	CLEAR	groupFile/Body	High		direct sibling 'l bust04 tip sec', CLEAR/CLEAR/Body	P89	
shorten_6	shorten_6	CLEAR	a 'shorten' function, numbered, no owner named	NEEDS_CONTEXT		High	owner not established	matches shorten_1/3/5/7 sibling series, all CLEAR/NEEDS_CONTEXT	P89	
bip_balls_2_l	Bip_Balls_2_L	CLEAR	a left testicle control, numbered	CLEAR	groupFile/Body	High		matches Bip_Balls_2_R/bip_Balls1 sibling series, all CLEAR/CLEAR/Body	P89	
headband tail right f	headband tail right f	CLEAR	a right headband-tail control, variant F	CLEAR	groupFile/Clothing	High		matches extensive headband-tail sibling family, all CLEAR/CLEAR/Clothing	P89	
lower_03	Lower_03	OPAQUE	a bare 'lower' positional word, numbered, no owner	NOT_APPLICABLE		High		direct sibling Lower_02, OPAQUE/NOT_APPLICABLE	P89	
blink 3	Blink 3	CLEAR	a numbered eye-blink control	CLEAR	groupFile/Face/Eyes	High		matches extensive blink sibling family, all CLEAR/CLEAR/Face/Eyes	P89	
dyng l necklace 02	dyng l necklace 02	CLEAR	a necklace jiggle-physics control, numbered	CLEAR	groupFile/Clothing	High		matches 'dyng l necklace 01/03' sibling series, all CLEAR/CLEAR/Clothing; explicit owner (necklace) named	P89	
fin_top_d_a	fin_top_d_a	CLEAR	a numbered top-fin segment	CLEAR	groupFile/Other	High		settled Rule 18 fin precedent, matches direct sibling fin_top_d_d	P89	
full_open_right	full_open_right	CLEAR	a 'full open' function, right, no owner named	NEEDS_CONTEXT		High	owner not established	direct sibling full_open_left, CLEAR/NEEDS_CONTEXT	P89	
fa_eyebag_right_inn	fa_eyebag_right_inn	CLEAR	a right inner eyebag expression control	CLEAR	groupFile/Face/Expressions	High		matches fa_eyebag_left_mid/right_out sibling series, all CLEAR/CLEAR/Face/Expressions	P89	
tits_r	Tits_R	CLEAR	a bare numbered right breast structural reference	CLEAR	groupFile/Body	Medium		bare structural reference, no shape word, matches RightNipple/LeftNipple bare pattern (rule 6)	P89	
pantsbuttsize	PantsButtsize	CLEAR	a pants-fit butt-size shape control	CLEAR	groupFile/Clothing	High		object-specific garment fit control stays with the garment (rule 8)	P89	
bone_main	Bone_Main	OPAQUE	a generic root/main bone marker	NOT_APPLICABLE		Medium		generic technical rig root marker, no anatomical/functional content	P89	
head nasolabial furrow left	Head Nasolabial Furrow Left	CLEAR	a left nasolabial-furrow control	CLEAR	groupFile/Face/Mid Face	High		direct sibling 'Head Nasolabial Furrow Right', CLEAR/CLEAR/Face/Mid Face	P89	
