fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
bip001-l-forearm	Bip001-L-Forearm	CLEAR	a left forearm bone	CLEAR	groupFile/Arms	High		ordinary structural arm anatomy (rule 6); bare Arms per rule 10 default	P82	
key.black_33	Key.Black_33	CLEAR	a numbered black-key prop, part of the Key.Black series	CLEAR	groupFile/Other	High		coherent Key.Black_N series (rule 23)	P82	
asked left	Asked Left	CLEAR	a whole-face 'asked' (questioning) expression preset, left	CLEAR	groupFile/Face/Expressions	Medium	'asked' is an unusual expression-state word	bare mood/state word with no compounded localized feature, matching the 'troubled left' / bare-emotion-word pattern	P82	
sad eyes right	Sad Eyes Right	CLEAR	a right 'sad eyes' expression control	CLEAR	groupFile/Face/Eyes	High		compounded with the specific feature 'eyes' -> Eyes (matches eyes-angry-left/eyes-closed-angry pattern)	P82	
door2right	Door2Right	CLEAR	a numbered door prop, right	CLEAR	groupFile/Other	High		matches Door/Door2/Door3/RightDoorOpen sibling family, all CLEAR/CLEAR/Other	P82	
thighleft	ThighLeft	CLEAR	a left thigh control	CLEAR	groupFile/Legs	High		matches ThighRight/thigh sibling family, all CLEAR/CLEAR/Legs	P82	
head pupil left base 1	head pupil left base 1	CLEAR	a left eye pupil base control, numbered	CLEAR	groupFile/Face/Eyes	High		matches extensive pupil sibling family, all CLEAR/CLEAR/Face/Eyes	P82	
l fold a	L Fold A	PARTIAL	a 'fold' (cloth fold / skin fold / mechanical fold), left, variant A	NEEDS_CONTEXT		High	materially different core readings for 'fold' remain plausible	matches established treatment of 'fold' as a multi-sense unresolved word (Tranche 8 report)	P82	
bip_giroscopey	bip_giroscopeY	CLEAR	a gyroscope/balance rig function, Y axis, no owning body part named	NEEDS_CONTEXT		Medium	no anatomical owner named	'gyroscope' is a stable balance/physics function (analogous to jiggle/dyng convention) but no owning region is stated	P82	
c uteeth	C Uteeth	CLEAR	a center upper-teeth control	CLEAR	groupFile/Face/Lower Face	High		'U' grounded by strong corpus convention of upper-teeth forms (teeth_upper_1/2, teeth-upper, bip_teeth_top_l/r), all CLEAR/CLEAR/Face/Lower Face	P82	
bip_l_claw_a	bip_l_claw_a	CLEAR	a left claw (digit-equivalent) control, variant A	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		matches direct sibling bip_r_claw_a, CLEAR/CLEAR/RightFingers (rule 18 digit-equivalent routing)	P82	
unused facialbase	unused facialbase	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P82	
bipfio r finger4	BipFio R Finger4	CLEAR	a right finger bone on the BipFio rig namespace, segment 4	CLEAR	groupFile/Arms/RightArm/RightFingers	High		direct sibling BipFio R Finger1, CLEAR/CLEAR/RightFingers	P82	
box05	Box05	CLEAR	a numbered box prop	CLEAR	groupFile/Other	High		matches Box01/03/04/06/08 sibling series, all CLEAR/CLEAR/Other	P82	
left_shoulderc	left_shoulderC	CLEAR	a left shoulder control, variant C	CLEAR	groupFile/Arms	High		ordinary structural shoulder anatomy (rule 6); bare Arms per rule 10 default	P82	
bip faceeyecanthusout01 r	bip faceeyecanthusout01 r	CLEAR	a right eye-canthus (eye corner) control, numbered	CLEAR	groupFile/Face/Eyes	High		eye-corner anatomy is a localized eye mechanism (rule 12)	P82	
nasolabialupper_l	NasolabialUpper_L	CLEAR	a left upper nasolabial (mid-face) structural control	CLEAR	groupFile/Face/Mid Face	High		matches bare structural 'Nasolabial' precedent, CLEAR/CLEAR/Mid Face; no deformation word present, contrast the bulge/furrow variant split	P82	
bip01_l_upperarm010	Bip01_L_UpperArm010	CLEAR	a left upper-arm bone, segment 010	CLEAR	groupFile/Arms	High		ordinary structural arm anatomy (rule 6); bare Arms per rule 10 default	P82	
mila head eyeball right	Mila head eyeball right	CLEAR	a right eyeball control for the Mila character	CLEAR	groupFile/Face/Eyes	High		direct sibling 'Mila head eyeball left', CLEAR/CLEAR/Face/Eyes	P82	
wheel_rl	Wheel_RL	CLEAR	a rear-left wheel prop control	CLEAR	groupFile/Other	High		matches extensive wheel_ sibling family, all CLEAR/CLEAR/Other	P82	
v_weapon.right_thumb03	v_weapon.Right_Thumb03	CLEAR	a right thumb bone, segment 03, on a weapon-hand namespace	CLEAR	groupFile/Arms/RightArm/RightFingers	High		ordinary individual digit segment, matches v_weapon.right_ring01/left_ring02 sibling pattern	P82	
l beltd a phy	L BeltD a Phy	CLEAR	a left BeltD garment physics control, variant A	CLEAR	groupFile/Clothing	High		matches belt family, CLEAR/CLEAR/Clothing	P82	
flm-arma-sworda-cl2	Flm-ArmA-SwordA-CL2	CLEAR	a sword weapon prop control in the Flm-ArmA namespace	CLEAR	groupFile/Other	High		matches extensive Flm-ArmA-Sworda/SwordB sibling family, all CLEAR/CLEAR/Other	P82	
right_lidsclose	Right_lidsclose	CLEAR	a right eyelid-close control	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid mechanism control (rule 12)	P82	
bip_l_ring_01	bip_l_ring_01	CLEAR	a left ring-finger bone, segment 01	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		ordinary individual digit segment, LeftFingers verified subpath (rule 10)	P82	
expose cleavage	expose cleavage	CLEAR	a cleavage-exposure clothing/neckline function	CLEAR	groupFile/Clothing	Medium	no specific garment named	'expose' is inherently a clothing-neckline mechanism (matches WaistReveal reasoning); function stable even with garment unstated (rule 22)	P82	
bip01-xtra004	Bip01-Xtra004	OPAQUE	a generic numbered 'extra' technical bone with no functional or regional word	NOT_APPLICABLE		High		direct sibling Bip001-Xtra01, OPAQUE/NOT_APPLICABLE	P82	
tailleft3_7	TailLeft3_7	CLEAR	a numbered left tail segment	CLEAR	groupFile/Tail	High		matches extensive TailLeft3_* sibling series, all CLEAR/CLEAR/Tail	P82	
r beltd spo	R BeltD Spo	CLEAR	a right BeltD garment control	CLEAR	groupFile/Clothing	High		matches belt family / direct sibling 'l beltd a phy', CLEAR/CLEAR/Clothing	P82	
rarmtwist3	rArmTwist3	CLEAR	a right arm twist bone, numbered	CLEAR	groupFile/Arms	Medium		ordinary arm twist bone, twist not corrective (rule 3); bare Arms per rule 10 default (sibling arm-twist precedent is inconsistently split between bare and side subpaths)	P82	
quad/shell02	quad/shell02	PARTIAL	a 'quad/shell' compound with an unresolved reading, numbered	NEEDS_CONTEXT		High		matches direct siblings quad/shell and quad/shell03, both PARTIAL/NEEDS_CONTEXT	P82	
leg front knee right	leg front knee right	CLEAR	a right front-leg knee control	CLEAR	groupFile/Legs	High		ordinary structural leg anatomy (rule 6); limb position (front) does not change destination (rule 19)	P82	
def-brows1_l	DEF-brows1_L	CLEAR	a left eyebrow deformation-rig control, numbered	CLEAR	groupFile/Face/Upper Face	High		matches DEF-brows_L/DEF-brows2_L/DEF-brows2_R sibling series, all CLEAR/CLEAR/Face/Upper Face	P82	
au6	AU6	CLEAR	a recognized FACS Action Unit 6 facial control	CLEAR	groupFile/Face/Expressions	High		matches the corpus's own established bare-AU-number convention (AU1/4/13/15/26/27, all CLEAR/CLEAR/Face/Expressions); the isolated AU18 OPAQUE outlier appears to be its own inconsistency, not counter-evidence	P82	
right_1	Right_1+right_1	OPAQUE	a bare positional label with no object named	NOT_APPLICABLE		High		matches bare positional-label-no-owner OPAQUE precedent	P82	
wep_zipper2	WEP_zipper2	CLEAR	a numbered zipper hardware control	CLEAR	groupFile/Clothing	High		direct sibling WEP_zipper1, CLEAR/CLEAR/Clothing (garment hardware)	P82	
heelroot	heelroot	PARTIAL	a 'heel' (anatomical foot heel / footwear heel) root/anchor control	NEEDS_CONTEXT		Medium	materially different core readings (body part vs. garment part) remain plausible	no anchor content resolves whether this is anatomical or footwear (rule 22b)	P82	
vag inner open wide3	vag inner open wide3	CLEAR	a vaginal inner-open-wide shape control, numbered	CLEAR	groupFile/Body Morphs	High		matches vagina gape/width sibling family, all CLEAR/CLEAR/Body Morphs (rule 7)	P82	
foreskinlbump3	foreskinLbump3	CLEAR	a left foreskin bump shape control, numbered	CLEAR	groupFile/Body Morphs	High		matches foreskinRbump1/2/3 sibling series, all CLEAR/CLEAR/Body Morphs	P82	
fh19.l	Fh19.L	OPAQUE	a cryptic 2-letter abbreviation with number and side, no grounding	NOT_APPLICABLE		High		matches Fh19.R/Fh18.L/Fh15.L/Fh15.R/Fh12.R sibling series, all OPAQUE/NOT_APPLICABLE	P82	
foreskinrbump2	foreskinRbump2	CLEAR	a right foreskin bump shape control, numbered	CLEAR	groupFile/Body Morphs	High		matches foreskinRbump1/3 sibling series, all CLEAR/CLEAR/Body Morphs	P82	
hat_right_3	Hat_Right_3	CLEAR	a right hat garment control, numbered	CLEAR	groupFile/Clothing	High		explicit worn headwear garment (rule 8)	P82	
left_innerbrowraise	Left_innerbrowraise	CLEAR	a left inner-eyebrow raise control	CLEAR	groupFile/Face/Upper Face	High		localized eyebrow mechanism (rule 12)	P82	
fin-rig-eye-rb	Fin-Rig-Eye-RB	CLEAR	a right-bottom eye control in the Fin-Rig internal namespace	CLEAR	groupFile/Face/Eyes	High		matches Fin-Rig-Eye-LU/LB/R sibling series, all CLEAR/CLEAR/Face/Eyes	P82	
arm right finger 2 b	arm right finger 2 b	CLEAR	a right finger bone, segment 2, variant B	CLEAR	groupFile/Arms/RightArm/RightFingers	High		ordinary individual digit segment, RightFingers verified subpath (rule 10)	P82	
bikinitop1	bikinitop1	CLEAR	a numbered bikini-top garment control	CLEAR	groupFile/Clothing	High		explicit garment name (rule 8)	P82	
light 4	Light 4	CLEAR	a numbered light/lamp prop or fixture control	CLEAR	groupFile/Other	Medium	no character-anatomy taxonomy exists for lighting fixtures	a technical/set-dressing fixture, not character anatomy (rule 16 analog)	P82	
bip_r_arm_02_roll	bip_r_arm_02_roll	CLEAR	a right arm roll bone, numbered	CLEAR	groupFile/Arms	High		ordinary roll bone, not corrective (rule 3); bare Arms per rule 10 default	P82	
ascot.bottom_4	Ascot.Bottom_4	CLEAR	a numbered ascot-bottom garment control	CLEAR	groupFile/Clothing	High		matches Ascot.Bottom_5/13/14 sibling series, all CLEAR/CLEAR/Clothing	P82	
bip_tentacle.003	Bip_Tentacle.003	CLEAR	a numbered tentacle segment	CLEAR	groupFile/Other	High		settled Rule 18 tentacle precedent, matches Bip_Tentacle.004/009/011, all CLEAR/CLEAR/Other	P82	
bip upperarmtwistbottom l	bip upperarmtwistbottom l	CLEAR	a left upper-arm twist bone, bottom segment	CLEAR	groupFile/Arms	High		ordinary twist bone, not corrective (rule 3); bare Arms per rule 10 default	P82	
wep_foregrip_nojiggle_child4	WEP_Foregrip_NoJiggle_Child4	CLEAR	a weapon foregrip hardware sub-part, numbered	CLEAR	groupFile/Other	High		matches extensive wep_foregrip sibling family, all CLEAR/CLEAR/Other	P82	
bipbrk l foretwist	BipBrk L ForeTwist	CLEAR	a left forearm twist bone on the BipBrk rig namespace	CLEAR	groupFile/Arms	High		ordinary forearm twist bone (rule 3); bare Arms per rule 10 default	P82	
head eyeblack right	head eyeblack right	CLEAR	a right eye-black (sclera) control	CLEAR	groupFile/Face/Eyes	High		localized eye mechanism, matches eyeball sibling family	P82	
glovewidehips	Glovewidehips	PARTIAL	a 'glove' plus 'wide hips' compound with an unresolved relation	NEEDS_CONTEXT		Medium	the relation between 'glove' and 'wide hips' does not parse as an ordinary phrase	two loosely-related terms with no coherent combined reading (rule 22a)	P82	
bip01_spine2_016	Bip01_Spine2_016	CLEAR	an anatomical spine bone, segment 2, numbered	CLEAR	groupFile/Body	High		matches extensive Bip01_Spine2_### sibling series, all CLEAR/CLEAR/Body	P82	
bone35	Bone35	OPAQUE	a generic numbered bone with no functional or regional word	NOT_APPLICABLE		High		bare numbered bone, no anatomical/functional content	P82	
bip_tail1_l.001	bip_tail1_L.001	CLEAR	a left tail segment, numbered	CLEAR	groupFile/Tail	High		direct sibling bip_tail1_R.001, CLEAR/CLEAR/Tail	P82	
buttflapnarroweralt	ButtFlapNarrowerAlt	CLEAR	a butt-flap garment narrowing shape control, alternate variant	CLEAR	groupFile/Clothing	Medium		object-specific garment shape/fit control stays with the garment (rule 8)	P82	
special_flex_2	Special_flex_2	OPAQUE	a generic ungrounded 'special flex' token, numbered	NOT_APPLICABLE		High		direct sibling Special_flex_1, OPAQUE/NOT_APPLICABLE	P82	
object21	Object21	OPAQUE	a generic numbered placeholder object	NOT_APPLICABLE		High		matches Object20/22/24/25/27/28 sibling series, all OPAQUE/NOT_APPLICABLE	P82	
cape2_middle1	CAPE2_MIDDLE1	CLEAR	a cape garment control, middle section, numbered	CLEAR	groupFile/Clothing	High		explicit cape garment name (rule 8)	P82	
pc_mother	pc_mother	OPAQUE	an ungrounded 'PC'+'mother' code with no independently confirmed convention	NOT_APPLICABLE		Medium		'PC' abbreviation and 'mother' (possible DCC parent-object term) are not grounded by any confirmed sibling series in this corpus (rule 23)	P82	
unused spine lower item_ssx head #2 item_ssx h #2	unused spine lower item_SSX Head #2 item_SSX H #2	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15)	P82	
flm-arma-crotche	Flm-ArmA-CrotchE	CLEAR	a crotch/body-region control in the Flm-ArmA namespace, variant E	CLEAR	groupFile/Body	High		matches the Flm-ArmA-<BodyRegion><Letter> pattern (Flm-ArmA-Tummy2/NeckRB/NeckLF, all Body)	P82	
hatcloth_bone_10	hatCloth_bone_10	CLEAR	a hat-cloth simulation bone, numbered	CLEAR	groupFile/Clothing	High		explicit worn headwear/cloth garment (rule 8)	P82	
rightnipple5	RightNipple5	CLEAR	a bare numbered right nipple structural reference	CLEAR	groupFile/Body	High		matches RightNipple1/6, LeftNipple2/4 sibling series, all CLEAR/CLEAR/Body (bare reference, no shape word)	P82	
mrrshan_destroyer	Mrrshan_Destroyer	CLEAR	a named destroyer-class vehicle/ship prop, Mrrshan faction	CLEAR	groupFile/Other	Medium		'destroyer' names a recognized vehicle/prop class (rule 16); species/faction qualifier does not block the reading	P82	
unusedopt_face_l_forehead	unusedOPT_Face_l_forehead	CLEAR	a self-declared unused placeholder	CLEAR	groupFile/Useless	High		explicit self-declared 'unused' marker (rule 15), takes priority over the readable remainder	P82	
valvebiped.bip01_l_testicle01	ValveBiped.Bip01_L_Testicle01	CLEAR	a left testicle control, numbered	CLEAR	groupFile/Body	High		matches ValveBiped.Bip01_R_Testicle01/0 sibling series, all CLEAR/CLEAR/Body	P82	
crow_3.humerus_l	Crow_3.Humerus_L	CLEAR	a left humerus (upper-arm) bone on the Crow_3 model	CLEAR	groupFile/Arms	High		model prefix set aside (rule 24); humerus on a bird is NOT automatically Wings by elimination (rule 18 explicit caution), stays ordinary forelimb -> Arms	P82	
bip01_l_horselink	bip01_l_horselink	PARTIAL	a left 'horselink' rig control with an unresolved compound	NEEDS_CONTEXT		High		direct sibling l_horselink, PARTIAL/NEEDS_CONTEXT	P82	
finger_middle_right_0	finger_middle_right_0	CLEAR	a right middle-finger bone, segment 0	CLEAR	groupFile/Arms/RightArm/RightFingers	High		ordinary individual digit segment, RightFingers verified subpath (rule 10)	P82	
valvebiped.bip01_l_vulvab	ValveBiped.Bip01_L_VulvaB	CLEAR	a left vulva control, variant B	CLEAR	groupFile/Body	High		matches ValveBiped.Bip01_R_Vulva / ...L_VulvaF sibling series, all CLEAR/CLEAR/Body	P82	
