fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	canonical_position
flatten/outline1	Flatten/outline1	CLEAR	"a ""flatten""/""outline"" function, variant 1 (object unstated)"	NEEDS_CONTEXT		Low		generic shape/render function is clear; owning object is not named	P04	816
browsoutterupleft	BrowsOutterUpLeft	CLEAR	outer eyebrow, up, left	CLEAR	groupFile/Face/Upper Face	High	"""Outter"" read as ""Outer"""	ordinary eyebrow anatomy	P04	817
lowerleg_right	lowerleg_right	CLEAR	lower leg, right	CLEAR	groupFile/Legs	High		ordinary leg anatomy	P04	818
key.black_4	Key.Black_4	CLEAR	numbered slot in the coherent Key.Black keyboard-prop series	CLEAR	groupFile/Other	High		confirmed coherent Key.Black_N series (rule 23)	P04	819
hook_right	HOOK_RIGHT	PARTIAL	"a ""hook,"" right, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: physical hook prop / rig IK hook / clothing fastener	bare ambiguous object noun, no owner	P04	820
unused opt_as_l_elbow	unused OPT_AS_L_Elbow	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P04	821
bow left 2e	bow left 2e	PARTIAL	"a ""bow,"" left, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: decorative bow / archery bow / other (rule 22 explicit example)	bare ambiguous object noun, no owner	P04	822
taurenmale_hd_bone_76	taurenmale_hd_bone_76	OPAQUE	a generic numbered bone in the TaurenMale_HD model/variant series; anatomical region/function unknown	NOT_APPLICABLE		Low	"the numbered suffix carries no anatomical specificity, and ""HD"" is an ungrounded model/variant tag with no confirmed anatomical meaning"	matches the settled TaurenMale_HD family treatment	P04	823
bowtie.bow_left_2	Bowtie.Bow_Left_2	CLEAR	bowtie garment accessory, left, variant 2	CLEAR	groupFile/Clothing	High		"""Bowtie"" explicitly grounds the bow as a garment accessory"	P04	824
bip_tail_d_01	bip_tail_d_01	CLEAR	tail, variant d, segment 01	CLEAR	groupFile/Tail	High		ordinary tail anatomy	P04	825
tailleft3_3	TailLeft3_3	CLEAR	tail, left, segment 3_3	CLEAR	groupFile/Tail	High		ordinary tail anatomy	P04	826
cloth middle 4 jb	cloth middle 4 JB	CLEAR	"generic cloth control, middle, variant 4 (""JB"" suffix unresolved)"	CLEAR	groupFile/Clothing	Medium	"""JB"" suffix mechanism unresolved"	cloth is the stable core reading regardless of the undecoded suffix	P04	827
(flex) arms + top	(FLEX) Arms + Top	CLEAR	arms flex control, plus top	CLEAR	groupFile/Arms	High		identical spelling to confirmed existing Master control	P04	828
lowerjawpull	LowerJawPull	CLEAR	lower jaw pull	CLEAR	groupFile/Face/Lower Face	High		ordinary jaw expression control	P04	829
bh11.l	Bh11.L	OPAQUE	ungrounded two-letter code plus number, left	NOT_APPLICABLE		Low		ungrounded abbreviation, no other content	P04	830
l collar 01	l collar 01	CLEAR	"left clavicle/shoulder-girdle rig bone (bare biped ""collar"" convention), variant 01"	CLEAR	groupFile/Arms	High		bare unqualified collar matches the established anatomical collar precedent	P04	831
ball_small	ball_small	PARTIAL	"a small ""ball"", no anchor"	NEEDS_CONTEXT		Low	materially different core readings: testicle (soft-tissue anatomy) vs. spherical prop/toy object	bare ambiguous object noun, no owner	P04	832
sign10	sign10	CLEAR	a sign, variant 10	CLEAR	groupFile/Other	High		recognized environment prop	P04	833
drawer_bottom_l	Drawer_Bottom_L	CLEAR	a drawer, bottom, left	CLEAR	groupFile/Other	High		recognized furniture prop (rule 16)	P04	834
nippokedouble08	NipPokeDouble08	CLEAR	nipple poke, doubled, variant 08	CLEAR	groupFile/Body Morphs	High		matches established NipPokeDouble precedent	P04	835
flm-armb-float-a2	Flm-ArmB-Float-A2	CLEAR	"a ""float"" function in model section B, variant A2 (object unstated)"	NEEDS_CONTEXT		Low	"""ArmB"" reads as an internal model-section label, not anatomical arm, based on the sibling Flm-ArmA-SwordA-G weapon control"	float function is clear; owning object is not named	P04	836
d_forearmmucle02_r	D_ForearmMucle02_R	CLEAR	forearm muscle, right, numbered	CLEAR	groupFile/Arms	High	"""Mucle"" read as ""Muscle"""	ordinary arm-muscle structural anatomy	P04	837
bip01-l-foretwist002	Bip01-L-ForeTwist002	CLEAR	left forearm twist, numbered	CLEAR	groupFile/Arms	High		ordinary twist bone, not corrective by itself (rule 3)	P04	838
genital upper	genital upper	CLEAR	genitals (structural anatomy), upper	CLEAR	groupFile/Body	High		plain structural anatomy, no shape/state word (rule 6)	P04	839
head eye root right	head eye root right	CLEAR	"eye root, right (""head"" location prefix)"	CLEAR	groupFile/Face/Eyes	High		ordinary eye anatomy	P04	840
r ulipin b	R Ulipin B	CLEAR	right upper lip, inward, variant B	CLEAR	groupFile/Face/Lower Face	High		"matches the established lip ""u""=upper convention"	P04	841
arm right elbow twist2	arm right elbow twist2	CLEAR	right elbow twist, variant 2	CLEAR	groupFile/Arms	High		ordinary twist bone, not corrective by itself (rule 3)	P04	842
leftarmbicep_helper	LeftArmBicep_helper	CLEAR	left arm bicep helper	CLEAR	groupFile/Arms	High		ordinary arm-muscle helper, not corrective by itself (rule 4)	P04	843
valvebiped.bip01_r_pinkie04	ValveBiped.Bip01_R_Pinkie04	CLEAR	right pinky finger, segment 4	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right finger digit, verified RightFingers subpath	P04	844
l_shoulder_twist_a_helper	l_shoulder_twist_a_helper	CLEAR	left shoulder twist helper	CLEAR	groupFile/Arms	High		ordinary twist/helper anatomy, not corrective by itself (rules 3-4)	P04	845
wrinkles-2	wrinkles-2	CLEAR	wrinkles, variant 2	CLEAR	groupFile/Body Morphs	High		explicit appearance-state term	P04	846
lid_4	lid_4	PARTIAL	"a ""lid,"" numbered, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: eyelid / container-lid prop	bare ambiguous object noun, no owner	P04	847
left_lidsopen	Left_lidsopen	CLEAR	left eyelids open	CLEAR	groupFile/Face/Eyes	High		"""open"" plus plural ""lids"" reads clearly as eyelids in facial-rig convention"	P04	848
bottom_04	Bottom_04	PARTIAL	"a ""bottom,"" numbered, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: buttocks / bottom-position marker / bottom garment piece	bare ambiguous object noun, no owner	P04	849
hose_09	Hose_09	PARTIAL	"a ""hose,"" numbered, no anchor"	NEEDS_CONTEXT		Low	materially different core readings: hosiery/legwear garment / physical hose or tube prop	bare ambiguous object noun, no owner	P04	850
facial_helper_eye_l	Facial_Helper_Eye_L	CLEAR	facial helper, eye, left	CLEAR	groupFile/Face/Eyes	High		ordinary eye anatomy; helper not corrective by itself (rule 4)	P04	851
mot04_leftforearm	MOT04_LeftForeArm	CLEAR	"left forearm (""MOT04"" model/motion-set prefix)"	CLEAR	groupFile/Arms	High		ordinary arm anatomy; prefix ignored (rule 24)	P04	852
maid.necktie_right_inner_2	Maid.Necktie_Right_Inner_2	CLEAR	necktie garment, right, inner, variant 2	CLEAR	groupFile/Clothing	High		worn garment	P04	853
right_browoutv	Right_BrowOutV	CLEAR	right eyebrow, outward	CLEAR	groupFile/Face/Upper Face	High		ordinary eyebrow anatomy	P04	854
c_lur_a01	C_LUR_A01	OPAQUE	ungrounded code with contradictory side letters	NOT_APPLICABLE		Low	"""LUR"" does not resolve to a coherent side/region marker"	ungrounded abbreviation, no other content	P04	855
rassspread	RAssSpread	CLEAR	buttock spread, right	CLEAR	groupFile/Body Morphs	High		soft-tissue spread/state deformation, matches LabiaSpread pattern	P04	856
unused _metacarpal04	unused _Metacarpal04	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P04	857
socket_head	Socket_head	PARTIAL	"""socket head,"" no further qualifier"	NEEDS_CONTEXT		Low	materially different core readings: a rig joint-socket concept near the head vs. a socket-head screw/hardware object	unresolved token relation	P04	858
valvebiped.bip02_r_index	ValveBiped.Bip02_R_Index	CLEAR	right index finger	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right finger digit, verified RightFingers subpath	P04	859
flm-armb-float-a4	Flm-ArmB-Float-A4	CLEAR	"a ""float"" function in model section B, variant A4 (object unstated)"	NEEDS_CONTEXT		Low	"""ArmB"" reads as an internal model-section label, not anatomical arm, based on the sibling Flm-ArmA-SwordA-G weapon control"	float function is clear; owning object is not named	P04	860
08	08	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low	a number alone carries no semantic content	no interpretable content	P04	861
flm-arma-necklf	Flm-ArmA-NeckLF	CLEAR	"neck, left front (""Flm-ArmA"" model/section prefix)"	CLEAR	groupFile/Body	Medium		plain structural neck anatomy; prefix ignored (rule 24)	P04	862
generichuman_r_lolidjnt	GenericHuman_r_loLidJnt	CLEAR	"right lower eyelid joint (""GenericHuman"" model prefix)"	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid anatomy; prefix ignored (rule 24)	P04	863
unused b_b_neckhelper	unused b_b_neckhelper	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P04	864
middle finger	Middle finger	CLEAR	middle finger, no side specified	CLEAR	groupFile/Fingers	High		side-neutral finger control, no verified side subpath needed (rule 11)	P04	865
left_lidupraise	Left_LidUpRaise	CLEAR	left eyelid up-raise	CLEAR	groupFile/Face/Eyes	High		ordinary eyelid anatomy	P04	866
wep_belt_bullet3	WEP_Belt_Bullet3	CLEAR	weapon belt bullet, variant 3	CLEAR	groupFile/Other	High		recognized weapon part	P04	867
bullet earring 1	bullet earring 1	CLEAR	bullet-shaped earring, variant 1	CLEAR	groupFile/Clothing	High		worn jewelry accessory	P04	868
bone126	Bone126	OPAQUE	generic numbered bone, no functional/regional word	NOT_APPLICABLE		Low		generic numbered technical bone	P04	869
polysurface71	polySurface71	OPAQUE	generic default polygon-surface placeholder name, numbered	NOT_APPLICABLE		Low		generic DCC-default geometry placeholder, no functional/regional word	P04	870
valvebiped.bip01_vag_r_2	ValveBiped.Bip01_Vag_R_2	CLEAR	vaginal anatomy (structural), right, segment 2	CLEAR	groupFile/Body	High		plain structural genital anatomy, matches ValveBiped.Bip01_Vag_L_2 precedent	P04	871
cape11	cape11	CLEAR	cape garment, variant 11	CLEAR	groupFile/Clothing	High		worn garment	P04	872
thick hips	thick hips	CLEAR	thick hips (shape/size)	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor on the body	P04	873
bone_pillow_low	bone_pillow_low	CLEAR	a pillow, low position	CLEAR	groupFile/Other	High		recognized furniture prop (rule 16 explicit example)	P04	874
finger3a	finger3a	CLEAR	finger, digit 3, variant a, no side specified	CLEAR	groupFile/Fingers	High		side-neutral finger control, no verified side subpath needed (rule 11)	P04	875
flex_small	Flex_SMALL	OPAQUE	"generic ""flex"" (morph-target) category term with a size qualifier, no specific object"	NOT_APPLICABLE		Low	"""flex"" names the generic technical category of all morph controls, not a specific referent"	generic technical category term, no specific object	P04	876
lthumbnc	LThumbNc	CLEAR	"left thumb (""Nc"" suffix unresolved)"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	Medium	"""Nc"" suffix does not resolve to a known qualifier"	thumb is the stable core reading regardless of the undecoded suffix	P04	877
bipfin	BipFin	OPAQUE	unclear truncated compound, no confirmed decomposition	NOT_APPLICABLE		Low	could plausibly truncate several different words (fin/finger/final/etc.) with no single grounded reading	ungrounded truncated compound	P04	878
bone.014	Bone.014	OPAQUE	generic numbered bone, no functional/regional word	NOT_APPLICABLE		Low		generic numbered technical bone	P04	879
chin3.l	chin3.L	CLEAR	chin, segment 3, left	CLEAR	groupFile/Face/Lower Face	High		ordinary chin anatomy	P04	880
hokage hat right 1a_jiggle	hokage hat right 1a_jiggle	CLEAR	Hokage-style hat, right, jiggle physics, variant 1a	CLEAR	groupFile/Clothing	High		named worn headwear item	P04	881
shell.wall_7	Shell.Wall_7	CLEAR	a building/architectural shell wall, variant 7	CLEAR	groupFile/Other	Medium		"""Wall"" anchors this as architecture/environment, not ambiguous"	P04	882
canine_lbacklegpalm	Canine_LBackLegPalm	CLEAR	"left back leg paw-pad (""Canine"" creature prefix)"	CLEAR	groupFile/Legs	Medium		whole paw/limb-end assembly routes to the plain limb destination, not Fingers (rule 18)	P04	883
head neck ctr	head neck ctr	CLEAR	"neck control, center (""head"" location prefix)"	CLEAR	groupFile/Body	High		plain structural neck anatomy	P04	884
cloth left 7	cloth left 7	CLEAR	generic cloth control, left, variant 7	CLEAR	groupFile/Clothing	High		generic cloth control	P04	885
bip_cloth_b_01	bip_cloth_b_01	CLEAR	generic cloth control, variant b, segment 01	CLEAR	groupFile/Clothing	High		generic cloth control	P04	886
cape1_right4	CAPE1_RIGHT4	CLEAR	cape garment, right, variant 4	CLEAR	groupFile/Clothing	High		worn garment	P04	887
unusedleft pupil fbu	unusedleft pupil fbu	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P04	888
tophair3	TopHair3	CLEAR	top-of-head hair, variant 3	CLEAR	groupFile/Hair	High		ordinary hair control	P04	889
f04	f04	OPAQUE	ungrounded code	NOT_APPLICABLE		Low		ungrounded abbreviation, no other content	P04	890
head eye inner upper left	Head Eye Inner Upper Left	CLEAR	"eye, inner, upper, left (""head"" location prefix)"	CLEAR	groupFile/Face/Eyes	High		ordinary eye anatomy	P04	891
right thumb 2	Right thumb 2	CLEAR	right thumb, segment 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right finger digit, verified RightFingers subpath	P04	892
polysurface67	polySurface67	OPAQUE	generic default polygon-surface placeholder name, numbered	NOT_APPLICABLE		Low		generic DCC-default geometry placeholder, no functional/regional word	P04	893
bone.001.r	Bone.001.R	OPAQUE	generic numbered bone, side marker only, no functional/regional word	NOT_APPLICABLE		Low		generic numbered technical bone	P04	894
canine_lfrontlegshoulderblade	Canine_LFrontLegShoulderblade	CLEAR	"left front-leg shoulder blade (""Canine"" creature prefix)"	CLEAR	groupFile/Arms	Medium		forelimb shoulder-girdle anatomy, matching the human clavicle-to-Arms convention	P04	895
unusedtransform5 cmn sl alison	unusedtransform5 cmn sl alison	CLEAR	self-declared unused placeholder	CLEAR	groupFile/Useless	High		self-declared unused marker (rule 15)	P04	896
polysurface53	polySurface53	OPAQUE	generic default polygon-surface placeholder name, numbered	NOT_APPLICABLE		Low		generic DCC-default geometry placeholder, no functional/regional word	P04	897
jiggle01a	Jiggle01a	CLEAR	a jiggle-physics function, variant 01a (object unstated)	NEEDS_CONTEXT		Low		jiggle-physics function is clear; owning object is not named	P04	898
bip01_l_thigh010	Bip01_L_Thigh010	CLEAR	left thigh, numbered sub-bone 010	CLEAR	groupFile/Legs	High		plain structural anatomy, numbering not corrective (rule 2)	P04	899
unused duplicate duplicate unused.011	unused duplicate duplicate unused.011	CLEAR	self-declared unused/duplicate placeholder	CLEAR	groupFile/Useless	High		self-declared unused/duplicate marker (rule 15)	P04	900
